2022-01-12 21:32:58:372 0 sec: 0 operations; est completion in 0 second 
2022-01-12 21:33:08:337 10 sec: 70773 operations; 7077.3 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=70778, Max=250879, Min=7048, Avg=13821.24, 90=16103, 99=18463, 99.9=250367, 99.99=250879] 
2022-01-12 21:33:18:337 20 sec: 137552 operations; 6677.9 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=66777, Max=541695, Min=10224, Avg=14973.13, 90=15695, 99=18079, 99.9=540671, 99.99=541183] 
2022-01-12 21:33:28:337 30 sec: 208284 operations; 7073.2 current ops/sec; est completion in 3 hours 11 minutes [INSERT: Count=70732, Max=89087, Min=1619, Avg=14136.69, 90=16495, 99=18559, 99.9=87679, 99.99=88127] 
2022-01-12 21:33:38:337 40 sec: 276714 operations; 6843 current ops/sec; est completion in 3 hours 12 minutes [INSERT: Count=68427, Max=101247, Min=10016, Avg=14609.72, 90=17231, 99=18623, 99.9=99263, 99.99=101183] 
2022-01-12 21:33:48:337 50 sec: 349868 operations; 7315.4 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=73158, Max=86527, Min=10144, Avg=13670.27, 90=16087, 99=18415, 99.9=85631, 99.99=86271] 
2022-01-12 21:33:58:337 60 sec: 421085 operations; 7121.7 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=71218, Max=96767, Min=1226, Avg=14039.06, 90=16447, 99=19119, 99.9=95487, 99.99=96703] 
2022-01-12 21:34:08:337 70 sec: 491351 operations; 7026.6 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=70266, Max=96831, Min=7580, Avg=14232.61, 90=16831, 99=18463, 99.9=95743, 99.99=96511] 
2022-01-12 21:34:18:337 80 sec: 564695 operations; 7334.4 current ops/sec; est completion in 3 hours 7 minutes [INSERT: Count=73343, Max=69439, Min=10168, Avg=13627.17, 90=15895, 99=17871, 99.9=67839, 99.99=69055] 
2022-01-12 21:34:23:358 85 sec: 600455 operations; 7122.09 current ops/sec; est completion in 3 hours 7 minutes [CLEANUP: Count=100, Max=2, Min=0, Avg=0.04, 90=0, 99=1, 99.9=2, 99.99=2] [INSERT: Count=35756, Max=96703, Min=3420, Avg=14057.52, 90=17055, 99=19231, 99.9=95679, 99.99=96703] 
