2022-01-12 21:32:58:348 0 sec: 0 operations; est completion in 0 second 
2022-01-12 21:33:08:312 10 sec: 70883 operations; 7087.59 current ops/sec; est completion in 3 hours 7 minutes [INSERT: Count=70885, Max=251135, Min=6964, Avg=13794.45, 90=16151, 99=18543, 99.9=250239, 99.99=250751] 
2022-01-12 21:33:18:312 20 sec: 137589 operations; 6670.6 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=66704, Max=541695, Min=10136, Avg=14988.39, 90=15695, 99=18159, 99.9=540671, 99.99=541183] 
2022-01-12 21:33:28:312 30 sec: 208367 operations; 7077.8 current ops/sec; est completion in 3 hours 11 minutes [INSERT: Count=70780, Max=89279, Min=874, Avg=14129.84, 90=16511, 99=18559, 99.9=87935, 99.99=89023] 
2022-01-12 21:33:38:312 40 sec: 276755 operations; 6838.8 current ops/sec; est completion in 3 hours 12 minutes [INSERT: Count=68388, Max=101631, Min=10112, Avg=14619.64, 90=17231, 99=18751, 99.9=99199, 99.99=101311] 
2022-01-12 21:33:48:312 50 sec: 349858 operations; 7310.3 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=73104, Max=86463, Min=10072, Avg=13676.6, 90=16095, 99=18415, 99.9=85119, 99.99=86015] 
2022-01-12 21:33:58:312 60 sec: 421119 operations; 7126.1 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=71258, Max=96575, Min=1753, Avg=14035.27, 90=16479, 99=19167, 99.9=95103, 99.99=96191] 
2022-01-12 21:34:08:312 70 sec: 491322 operations; 7020.3 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=70209, Max=96767, Min=7912, Avg=14240.58, 90=16847, 99=18479, 99.9=95935, 99.99=96575] 
2022-01-12 21:34:18:312 80 sec: 564706 operations; 7338.4 current ops/sec; est completion in 3 hours 7 minutes [INSERT: Count=73382, Max=68991, Min=10160, Avg=13624.29, 90=15903, 99=17759, 99.9=67967, 99.99=68543] 
2022-01-12 21:34:23:341 85 sec: 600089 operations; 7037.19 current ops/sec; est completion in 3 hours 7 minutes [CLEANUP: Count=100, Max=2, Min=0, Avg=0.02, 90=0, 99=0, 99.9=2, 99.99=2] [INSERT: Count=35379, Max=96319, Min=7832, Avg=14210.42, 90=17055, 99=20543, 99.9=95423, 99.99=96127] 
