2022-01-12 21:32:58:346 0 sec: 0 operations; est completion in 0 second 
2022-01-12 21:33:08:311 10 sec: 68308 operations; 6830.8 current ops/sec; est completion in 3 hours 15 minutes [INSERT: Count=68316, Max=251263, Min=7404, Avg=14301.02, 90=16207, 99=18607, 99.9=250367, 99.99=251007] 
2022-01-12 21:33:18:311 20 sec: 135013 operations; 6670.5 current ops/sec; est completion in 3 hours 17 minutes [INSERT: Count=66698, Max=541183, Min=10200, Avg=14992.08, 90=15711, 99=18127, 99.9=540671, 99.99=541183] 
2022-01-12 21:33:28:311 30 sec: 205731 operations; 7071.8 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=70721, Max=89343, Min=682, Avg=14137.77, 90=16543, 99=18559, 99.9=87935, 99.99=89087] 
2022-01-12 21:33:38:311 40 sec: 274111 operations; 6838 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=68388, Max=101695, Min=10144, Avg=14619.72, 90=17231, 99=18735, 99.9=98879, 99.99=101375] 
2022-01-12 21:33:48:311 50 sec: 347152 operations; 7304.1 current ops/sec; est completion in 3 hours 11 minutes [INSERT: Count=73035, Max=86463, Min=10112, Avg=13692.6, 90=16151, 99=18479, 99.9=85247, 99.99=86143] 
2022-01-12 21:33:58:311 60 sec: 418393 operations; 7124.1 current ops/sec; est completion in 3 hours 10 minutes [INSERT: Count=71235, Max=96703, Min=1491, Avg=14035.34, 90=16463, 99=19151, 99.9=95231, 99.99=96639] 
2022-01-12 21:34:08:311 70 sec: 488806 operations; 7041.3 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=70419, Max=96639, Min=7524, Avg=14199.18, 90=16815, 99=18463, 99.9=95743, 99.99=96575] 
2022-01-12 21:34:18:311 80 sec: 562302 operations; 7349.6 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=73492, Max=69439, Min=10032, Avg=13608.3, 90=15879, 99=17823, 99.9=68159, 99.99=68735] 
2022-01-12 21:34:23:339 85 sec: 597599 operations; 7020.09 current ops/sec; est completion in 3 hours 8 minutes [CLEANUP: Count=100, Max=2, Min=0, Avg=0.02, 90=0, 99=0, 99.9=2, 99.99=2] [INSERT: Count=35295, Max=96767, Min=7836, Avg=14248.36, 90=17055, 99=25823, 99.9=96127, 99.99=96703] 
