2022-01-11 14:07:09:374 0 sec: 0 operations; est completion in 0 second 
2022-01-11 14:07:19:339 10 sec: 2065 operations; 206.5 current ops/sec; est completion in 2 days 5 hours [INSERT: Count=2065, Max=9658367, Min=2951168, Avg=6490132.83, 90=9035775, 99=9601023, 99.9=9650175, 99.99=9658367] 
2022-01-11 14:07:29:338 20 sec: 6259 operations; 419.4 current ops/sec; est completion in 1 day 11 hours [INSERT: Count=4194, Max=16171007, Min=9682944, Avg=13436546.14, 90=15597567, 99=16130047, 99.9=16162815, 99.99=16171007] 
2022-01-11 14:07:39:339 30 sec: 15000 operations; 874.1 current ops/sec; est completion in 22 hours 12 minutes [INSERT: Count=8741, Max=12713983, Min=5300224, Avg=7295190.15, 90=10928127, 99=12566527, 99.9=12689407, 99.99=12697599] 
2022-01-11 14:07:49:339 40 sec: 30000 operations; 1500 current ops/sec; est completion in 14 hours 48 minutes [INSERT: Count=15000, Max=5550079, Min=2543616, Avg=3887230.84, 90=5509119, 99=5537791, 99.9=5545983, 99.99=5550079] 
2022-01-11 14:07:59:339 50 sec: 65000 operations; 3500 current ops/sec; est completion in 8 hours 32 minutes [INSERT: Count=35000, Max=2488319, Min=1038336, Avg=1523871.36, 90=2197503, 99=2430975, 99.9=2469887, 99.99=2478079] 
2022-01-11 14:08:09:338 60 sec: 106838 operations; 4183.8 current ops/sec; est completion in 6 hours 13 minutes [INSERT: Count=41838, Max=1421311, Min=1062912, Avg=1191592.29, 90=1282047, 99=1329151, 99.9=1382399, 99.99=1411071] 
2022-01-11 14:08:19:338 70 sec: 145503 operations; 3866.5 current ops/sec; est completion in 5 hours 19 minutes [INSERT: Count=38665, Max=1479679, Min=1077248, Avg=1285173.38, 90=1357823, 99=1464319, 99.9=1474559, 99.99=1479679] 
2022-01-11 14:08:29:339 80 sec: 184638 operations; 3913.5 current ops/sec; est completion in 4 hours 47 minutes [INSERT: Count=39135, Max=1557503, Min=1146880, Avg=1293912.62, 90=1371135, 99=1482751, 99.9=1553407, 99.99=1557503] 
2022-01-11 14:08:39:338 90 sec: 226524 operations; 4188.6 current ops/sec; est completion in 4 hours 23 minutes [INSERT: Count=41886, Max=1468415, Min=1023488, Avg=1192172.81, 90=1293311, 99=1441791, 99.9=1466367, 99.99=1468415] 
2022-01-11 14:08:49:338 100 sec: 267653 operations; 4112.9 current ops/sec; est completion in 4 hours 7 minutes [INSERT: Count=41129, Max=1416191, Min=1067008, Avg=1214449.17, 90=1345535, 99=1381375, 99.9=1414143, 99.99=1416191] 
2022-01-11 14:08:59:339 110 sec: 301886 operations; 3423.3 current ops/sec; est completion in 4 hours 1 minute [INSERT: Count=34233, Max=1853439, Min=1099776, Avg=1436788.79, 90=1619967, 99=1788927, 99.9=1845247, 99.99=1853439] 
2022-01-11 14:09:09:338 120 sec: 331900 operations; 3001.4 current ops/sec; est completion in 3 hours 59 minutes [INSERT: Count=30014, Max=1985535, Min=1398784, Avg=1647692.29, 90=1753087, 99=1957887, 99.9=1985535, 99.99=1985535] 
2022-01-11 14:09:19:338 130 sec: 366821 operations; 3492.1 current ops/sec; est completion in 3 hours 54 minutes [INSERT: Count=34921, Max=1954815, Min=1096704, Avg=1428473.39, 90=1689599, 99=1865727, 99.9=1954815, 99.99=1954815] 
2022-01-11 14:09:29:338 140 sec: 402204 operations; 3538.3 current ops/sec; est completion in 3 hours 49 minutes [INSERT: Count=35383, Max=1943551, Min=1084416, Avg=1444499.51, 90=1593343, 99=1693695, 99.9=1912831, 99.99=1912831] 
2022-01-11 14:09:39:338 150 sec: 439959 operations; 3775.5 current ops/sec; est completion in 3 hours 44 minutes [INSERT: Count=37755, Max=1478655, Min=1253376, Avg=1330718.51, 90=1399807, 99=1444863, 99.9=1466367, 99.99=1478655] 
2022-01-11 14:09:41:050 151 sec: 446768 operations; 3974.9 current ops/sec; est completion in 3 hours 43 minutes [CLEANUP: Count=5000, Max=42, Min=0, Avg=0.06, 90=0, 99=1, 99.9=16, 99.99=36] [INSERT: Count=6809, Max=1335295, Min=1241088, Avg=1280231.07, 90=1304575, 99=1324031, 99.9=1335295, 99.99=1335295] 
