2022-01-11 14:07:09:400 0 sec: 0 operations; est completion in 0 second 
2022-01-11 14:07:19:363 10 sec: 3144 operations; 314.4 current ops/sec; est completion in 1 day 11 hours [INSERT: Count=3146, Max=9674751, Min=2392064, Avg=5876524.1, 90=8691711, 99=9601023, 99.9=9666559, 99.99=9674751] 
2022-01-11 14:07:29:362 20 sec: 7265 operations; 412.1 current ops/sec; est completion in 1 day 6 hours [INSERT: Count=4119, Max=15392767, Min=9674752, Avg=13096741.73, 90=14335999, 99=15114239, 99.9=15171583, 99.99=15392767] 
2022-01-11 14:07:39:363 30 sec: 15000 operations; 773.5 current ops/sec; est completion in 22 hours 12 minutes [INSERT: Count=7735, Max=12697599, Min=5300224, Avg=7366248.78, 90=11288575, 99=12574719, 99.9=12697599, 99.99=12697599] 
2022-01-11 14:07:49:363 40 sec: 30037 operations; 1503.7 current ops/sec; est completion in 14 hours 47 minutes [INSERT: Count=15037, Max=5558271, Min=2471936, Avg=4034229.31, 90=5517311, 99=5541887, 99.9=5554175, 99.99=5554175] 
2022-01-11 14:07:59:363 50 sec: 65000 operations; 3496.3 current ops/sec; est completion in 8 hours 32 minutes [INSERT: Count=34963, Max=2488319, Min=1038336, Avg=1548921.41, 90=2273279, 99=2451455, 99.9=2488319, 99.99=2488319] 
2022-01-11 14:08:09:362 60 sec: 107839 operations; 4283.9 current ops/sec; est completion in 6 hours 9 minutes [INSERT: Count=42839, Max=1342463, Min=1062912, Avg=1193451.78, 90=1283071, 99=1330175, 99.9=1340415, 99.99=1341439] 
2022-01-11 14:08:19:363 70 sec: 145984 operations; 3814.5 current ops/sec; est completion in 5 hours 18 minutes [INSERT: Count=38145, Max=1486847, Min=1077248, Avg=1284602.77, 90=1358847, 99=1468415, 99.9=1477631, 99.99=1480703] 
2022-01-11 14:08:29:363 80 sec: 185000 operations; 3901.6 current ops/sec; est completion in 4 hours 46 minutes [INSERT: Count=39016, Max=1558527, Min=1147904, Avg=1294718.61, 90=1374207, 99=1539071, 99.9=1556479, 99.99=1558527] 
2022-01-11 14:08:39:362 90 sec: 227640 operations; 4264 current ops/sec; est completion in 4 hours 22 minutes [INSERT: Count=42640, Max=1465343, Min=1021440, Avg=1193006.19, 90=1294335, 99=1435647, 99.9=1463295, 99.99=1465343] 
2022-01-11 14:08:49:363 100 sec: 269141 operations; 4150.1 current ops/sec; est completion in 4 hours 6 minutes [INSERT: Count=41501, Max=1416191, Min=1067008, Avg=1215550.24, 90=1350655, 99=1388543, 99.9=1405951, 99.99=1416191] 
2022-01-11 14:08:59:363 110 sec: 302716 operations; 3357.5 current ops/sec; est completion in 4 hours [INSERT: Count=33612, Max=1853439, Min=1108992, Avg=1448415.46, 90=1636351, 99=1815551, 99.9=1848319, 99.99=1853439] 
2022-01-11 14:09:09:362 120 sec: 332023 operations; 2930.7 current ops/sec; est completion in 3 hours 58 minutes [INSERT: Count=29270, Max=1988607, Min=1397760, Avg=1650717.07, 90=1737727, 99=1978367, 99.9=1986559, 99.99=1988607] 
2022-01-11 14:09:19:362 130 sec: 367782 operations; 3575.9 current ops/sec; est completion in 3 hours 53 minutes [INSERT: Count=35760, Max=1953791, Min=1096704, Avg=1431893.3, 90=1659903, 99=1847295, 99.9=1943551, 99.99=1953791] 
2022-01-11 14:09:29:362 140 sec: 402511 operations; 3472.9 current ops/sec; est completion in 3 hours 49 minutes [INSERT: Count=34760, Max=1914879, Min=1084416, Avg=1442392.2, 90=1604607, 99=1722367, 99.9=1914879, 99.99=1914879] 
2022-01-11 14:09:39:362 150 sec: 440214 operations; 3770.3 current ops/sec; est completion in 3 hours 44 minutes [INSERT: Count=37671, Max=1477631, Min=1253376, Avg=1331628.58, 90=1406975, 99=1443839, 99.9=1466367, 99.99=1466367] 
2022-01-11 14:09:41:087 151 sec: 446859 operations; 3849.94 current ops/sec; est completion in 3 hours 43 minutes [CLEANUP: Count=5000, Max=483, Min=0, Avg=0.27, 90=0, 99=1, 99.9=79, 99.99=172] [INSERT: Count=6645, Max=1335295, Min=1241088, Avg=1282032.2, 90=1305599, 99=1323007, 99.9=1335295, 99.99=1335295] 
