2022-01-11 14:07:09:419 0 sec: 0 operations; est completion in 0 second 
2022-01-11 14:07:19:382 10 sec: 682 operations; 68.2 current ops/sec; est completion in 6 days 18 hours [INSERT: Count=682, Max=9699327, Min=3588096, Avg=7825805.89, 90=9461759, 99=9674751, 99.9=9699327, 99.99=9699327] 
2022-01-11 14:07:29:382 20 sec: 5209 operations; 452.7 current ops/sec; est completion in 1 day 18 hours [INSERT: Count=4531, Max=17563647, Min=9699328, Avg=14865879.21, 90=17514495, 99=17563647, 99.9=17563647, 99.99=17563647] 
2022-01-11 14:07:39:382 30 sec: 14475 operations; 926.6 current ops/sec; est completion in 23 hours 1 minute [INSERT: Count=9262, Max=12607487, Min=5300224, Avg=6984917.6, 90=10239999, 99=12156927, 99.9=12599295, 99.99=12607487] 
2022-01-11 14:07:49:382 40 sec: 30000 operations; 1552.5 current ops/sec; est completion in 14 hours 48 minutes [INSERT: Count=15525, Max=5550079, Min=2463744, Avg=3688767.3, 90=5324799, 99=5525503, 99.9=5537791, 99.99=5550079] 
2022-01-11 14:07:59:382 50 sec: 64047 operations; 3404.7 current ops/sec; est completion in 8 hours 39 minutes [INSERT: Count=34052, Max=2461695, Min=1038336, Avg=1490265.61, 90=2085887, 99=2340863, 99.9=2416639, 99.99=2424831] 
2022-01-11 14:08:09:382 60 sec: 105582 operations; 4153.5 current ops/sec; est completion in 6 hours 17 minutes [INSERT: Count=41530, Max=1416191, Min=1062912, Avg=1190240.45, 90=1275903, 99=1323007, 99.9=1397759, 99.99=1403903] 
2022-01-11 14:08:19:382 70 sec: 145041 operations; 3945.9 current ops/sec; est completion in 5 hours 20 minutes [INSERT: Count=39459, Max=1486847, Min=1077248, Avg=1284172.39, 90=1364991, 99=1469439, 99.9=1480703, 99.99=1486847] 
2022-01-11 14:08:29:382 80 sec: 183266 operations; 3822.5 current ops/sec; est completion in 4 hours 49 minutes [INSERT: Count=38225, Max=1550335, Min=1146880, Avg=1296755.14, 90=1374207, 99=1478655, 99.9=1541119, 99.99=1550335] 
2022-01-11 14:08:39:382 90 sec: 225587 operations; 4232.1 current ops/sec; est completion in 4 hours 24 minutes [INSERT: Count=42321, Max=1467391, Min=1022464, Avg=1193883.73, 90=1297407, 99=1446911, 99.9=1467391, 99.99=1467391] 
2022-01-11 14:08:49:382 100 sec: 266419 operations; 4083.2 current ops/sec; est completion in 4 hours 8 minutes [INSERT: Count=40832, Max=1416191, Min=1067008, Avg=1214006.8, 90=1339391, 99=1387519, 99.9=1400831, 99.99=1414143] 
2022-01-11 14:08:59:382 110 sec: 300786 operations; 3436.7 current ops/sec; est completion in 4 hours 1 minute [INSERT: Count=34367, Max=1854463, Min=1110016, Avg=1440636.53, 90=1629183, 99=1822719, 99.9=1854463, 99.99=1854463] 
2022-01-11 14:09:09:382 120 sec: 330710 operations; 2992.4 current ops/sec; est completion in 3 hours 59 minutes [INSERT: Count=29924, Max=1986559, Min=1397760, Avg=1644332.45, 90=1739775, 99=1950719, 99.9=1985535, 99.99=1986559] 
2022-01-11 14:09:19:382 130 sec: 366120 operations; 3541 current ops/sec; est completion in 3 hours 54 minutes [INSERT: Count=35410, Max=1954815, Min=1096704, Avg=1429049.98, 90=1682431, 99=1831935, 99.9=1954815, 99.99=1954815] 
2022-01-11 14:09:29:382 140 sec: 401039 operations; 3491.9 current ops/sec; est completion in 3 hours 50 minutes [INSERT: Count=34919, Max=1914879, Min=1084416, Avg=1440774.23, 90=1585151, 99=1717247, 99.9=1914879, 99.99=1914879] 
2022-01-11 14:09:39:382 150 sec: 438815 operations; 3777.6 current ops/sec; est completion in 3 hours 45 minutes [INSERT: Count=37780, Max=1477631, Min=1254400, Avg=1330410.7, 90=1405951, 99=1441791, 99.9=1467391, 99.99=1469439] 
2022-01-11 14:09:41:100 151 sec: 445795 operations; 4065.23 current ops/sec; est completion in 3 hours 44 minutes [CLEANUP: Count=5000, Max=30, Min=0, Avg=0.04, 90=0, 99=0, 99.9=16, 99.99=30] [INSERT: Count=6976, Max=1335295, Min=1241088, Avg=1280404.4, 90=1307647, 99=1324031, 99.9=1335295, 99.99=1335295] 
