2022-01-11 14:07:09:401 0 sec: 0 operations; est completion in 0 second 
2022-01-11 14:07:19:359 10 sec: 1484 operations; 148.4 current ops/sec; est completion in 3 days 2 hours [INSERT: Count=1484, Max=9666559, Min=2949120, Avg=6911328.6, 90=9224191, 99=9650175, 99.9=9666559, 99.99=9666559] 
2022-01-11 14:07:29:359 20 sec: 5683 operations; 419.9 current ops/sec; est completion in 1 day 15 hours [INSERT: Count=4199, Max=17285119, Min=9666560, Avg=14188211.36, 90=16957439, 99=17252351, 99.9=17268735, 99.99=17285119] 
2022-01-11 14:07:39:359 30 sec: 15000 operations; 931.7 current ops/sec; est completion in 22 hours 12 minutes [INSERT: Count=9317, Max=12697599, Min=5304320, Avg=7163540.87, 90=10878975, 99=12492799, 99.9=12697599, 99.99=12697599] 
2022-01-11 14:07:49:359 40 sec: 30000 operations; 1500 current ops/sec; est completion in 14 hours 48 minutes [INSERT: Count=15000, Max=5554175, Min=2500608, Avg=3768261.22, 90=5468159, 99=5533695, 99.9=5541887, 99.99=5545983] 
2022-01-11 14:07:59:359 50 sec: 64771 operations; 3477.1 current ops/sec; est completion in 8 hours 33 minutes [INSERT: Count=34771, Max=2488319, Min=1038336, Avg=1506802.79, 90=2136063, 99=2410495, 99.9=2478079, 99.99=2488319] 
2022-01-11 14:08:09:359 60 sec: 106214 operations; 4144.3 current ops/sec; est completion in 6 hours 15 minutes [INSERT: Count=41443, Max=1421311, Min=1062912, Avg=1190580.15, 90=1276927, 99=1331199, 99.9=1400831, 99.99=1416191] 
2022-01-11 14:08:19:359 70 sec: 145460 operations; 3924.6 current ops/sec; est completion in 5 hours 19 minutes [INSERT: Count=39246, Max=1479679, Min=1077248, Avg=1283701.31, 90=1354751, 99=1456127, 99.9=1470463, 99.99=1474559] 
2022-01-11 14:08:29:359 80 sec: 183274 operations; 3781.4 current ops/sec; est completion in 4 hours 49 minutes [INSERT: Count=37814, Max=1558527, Min=1146880, Avg=1294386.1, 90=1374207, 99=1478655, 99.9=1557503, 99.99=1558527] 
2022-01-11 14:08:39:359 90 sec: 226152 operations; 4287.8 current ops/sec; est completion in 4 hours 23 minutes [INSERT: Count=42878, Max=1470463, Min=1021440, Avg=1197624.29, 90=1308671, 99=1454079, 99.9=1467391, 99.99=1469439] 
2022-01-11 14:08:49:359 100 sec: 267320 operations; 4116.8 current ops/sec; est completion in 4 hours 7 minutes [INSERT: Count=41168, Max=1416191, Min=1067008, Avg=1216281.99, 90=1348607, 99=1386495, 99.9=1400831, 99.99=1414143] 
2022-01-11 14:08:59:359 110 sec: 301377 operations; 3405.7 current ops/sec; est completion in 4 hours 1 minute [INSERT: Count=34057, Max=1849343, Min=1108992, Avg=1445214.51, 90=1629183, 99=1815551, 99.9=1848319, 99.99=1848319] 
2022-01-11 14:09:09:359 120 sec: 331377 operations; 3000 current ops/sec; est completion in 3 hours 59 minutes [INSERT: Count=30000, Max=1985535, Min=1397760, Avg=1650660.66, 90=1756159, 99=1922047, 99.9=1985535, 99.99=1985535] 
2022-01-11 14:09:19:358 130 sec: 366717 operations; 3534 current ops/sec; est completion in 3 hours 54 minutes [INSERT: Count=35372, Max=1954815, Min=1096704, Avg=1428641.07, 90=1674239, 99=1944575, 99.9=1953791, 99.99=1954815] 
2022-01-11 14:09:29:358 140 sec: 401696 operations; 3497.9 current ops/sec; est completion in 3 hours 50 minutes [INSERT: Count=34947, Max=1914879, Min=1084416, Avg=1440517.55, 90=1604607, 99=1733631, 99.9=1914879, 99.99=1914879] 
2022-01-11 14:09:39:358 150 sec: 438768 operations; 3707.2 current ops/sec; est completion in 3 hours 45 minutes [INSERT: Count=37072, Max=1477631, Min=1253376, Avg=1330511.91, 90=1399807, 99=1441791, 99.9=1466367, 99.99=1477631] 
2022-01-11 14:09:41:084 151 sec: 446173 operations; 4290.27 current ops/sec; est completion in 3 hours 44 minutes [CLEANUP: Count=5000, Max=25, Min=0, Avg=0.05, 90=0, 99=0, 99.9=17, 99.99=23] [INSERT: Count=7405, Max=1336319, Min=1240064, Avg=1280463.6, 90=1304575, 99=1336319, 99.9=1336319, 99.99=1336319] 
