2022-01-11 13:56:33:670 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:56:43:636 10 sec: 32000 operations; 3200 current ops/sec; est completion in 3 hours 28 minutes [INSERT: Count=32000, Max=2646015, Min=883200, Avg=1171644.82, 90=2428927, 99=2633727, 99.9=2641919, 99.99=2646015] 
2022-01-11 13:56:53:635 20 sec: 71815 operations; 3981.5 current ops/sec; est completion in 3 hours 5 minutes [INSERT: Count=39815, Max=1725439, Min=696320, Avg=1008113.78, 90=1415167, 99=1709055, 99.9=1719295, 99.99=1725439] 
2022-01-11 13:57:03:636 30 sec: 100001 operations; 2818.6 current ops/sec; est completion in 3 hours 19 minutes [INSERT: Count=28186, Max=1412095, Min=1104896, Avg=1352570.78, 90=1402879, 99=1407999, 99.9=1411071, 99.99=1412095] 
2022-01-11 13:57:13:636 40 sec: 128001 operations; 2800 current ops/sec; est completion in 3 hours 27 minutes [INSERT: Count=28000, Max=1416191, Min=1340416, Avg=1390592.15, 90=1402879, 99=1410047, 99.9=1416191, 99.99=1416191] 
2022-01-11 13:57:23:636 50 sec: 156001 operations; 2800 current ops/sec; est completion in 3 hours 32 minutes [INSERT: Count=28000, Max=1453055, Min=1344512, Avg=1396925.4, 90=1403903, 99=1411071, 99.9=1449983, 99.99=1449983] 
2022-01-11 13:57:33:635 60 sec: 184636 operations; 2863.5 current ops/sec; est completion in 3 hours 35 minutes [INSERT: Count=28676, Max=1415167, Min=1380352, Avg=1397505.39, 90=1404927, 99=1410047, 99.9=1415167, 99.99=1415167] 
2022-01-11 13:57:43:635 70 sec: 216000 operations; 3136.4 current ops/sec; est completion in 3 hours 34 minutes [INSERT: Count=31323, Max=1452031, Min=1339392, Avg=1397592.18, 90=1404927, 99=1435647, 99.9=1436671, 99.99=1452031] 
2022-01-11 13:57:53:635 80 sec: 244000 operations; 2800 current ops/sec; est completion in 3 hours 37 minutes [INSERT: Count=28000, Max=1482751, Min=1312768, Avg=1397250.01, 90=1403903, 99=1410047, 99.9=1464319, 99.99=1482751] 
2022-01-11 13:58:00:363 86 sec: 264000 operations; 2973.09 current ops/sec; est completion in 3 hours 37 minutes [CLEANUP: Count=4000, Max=32, Min=0, Avg=0.05, 90=0, 99=1, 99.9=6, 99.99=32] [INSERT: Count=20000, Max=1416191, Min=1348608, Avg=1396183.6, 90=1403903, 99=1411071, 99.9=1416191, 99.99=1416191] 
