2022-01-11 13:56:33:678 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:56:43:642 10 sec: 32000 operations; 3199.68 current ops/sec; est completion in 3 hours 28 minutes [INSERT: Count=32000, Max=2449407, Min=703488, Avg=1155259.55, 90=2205695, 99=2404351, 99.9=2445311, 99.99=2447359] 
2022-01-11 13:56:53:642 20 sec: 72000 operations; 4000 current ops/sec; est completion in 3 hours 4 minutes [INSERT: Count=40000, Max=1509375, Min=854528, Avg=999146.83, 90=1104895, 99=1425407, 99.9=1474559, 99.99=1502207] 
2022-01-11 13:57:03:642 30 sec: 100311 operations; 2831.1 current ops/sec; est completion in 3 hours 18 minutes [INSERT: Count=28311, Max=1417215, Min=1106944, Avg=1342495.12, 90=1401855, 99=1406975, 99.9=1410047, 99.99=1416191] 
2022-01-11 13:57:13:642 40 sec: 128824 operations; 2851.3 current ops/sec; est completion in 3 hours 26 minutes [INSERT: Count=28513, Max=1460223, Min=1282048, Avg=1390148.2, 90=1402879, 99=1413119, 99.9=1448959, 99.99=1460223] 
2022-01-11 13:57:23:642 50 sec: 159294 operations; 3047 current ops/sec; est completion in 3 hours 28 minutes [INSERT: Count=30471, Max=1441791, Min=1378304, Avg=1396790.42, 90=1402879, 99=1410047, 99.9=1437695, 99.99=1441791] 
2022-01-11 13:57:33:642 60 sec: 188000 operations; 2870.6 current ops/sec; est completion in 3 hours 31 minutes [INSERT: Count=28705, Max=1472511, Min=1317888, Avg=1396549.63, 90=1403903, 99=1410047, 99.9=1457151, 99.99=1466367] 
2022-01-11 13:57:43:642 70 sec: 216007 operations; 2800.7 current ops/sec; est completion in 3 hours 34 minutes [INSERT: Count=28007, Max=1414143, Min=1339392, Avg=1396553.68, 90=1403903, 99=1407999, 99.9=1413119, 99.99=1413119] 
2022-01-11 13:57:53:642 80 sec: 244131 operations; 2812.4 current ops/sec; est completion in 3 hours 37 minutes [INSERT: Count=28124, Max=1485823, Min=1313792, Avg=1397547.36, 90=1405951, 99=1456127, 99.9=1478655, 99.99=1485823] 
2022-01-11 13:58:00:360 86 sec: 264047 operations; 2964.57 current ops/sec; est completion in 3 hours 37 minutes [CLEANUP: Count=4000, Max=25, Min=0, Avg=0.08, 90=0, 99=1, 99.9=19, 99.99=25] [INSERT: Count=19916, Max=1416191, Min=1336320, Avg=1396398.3, 90=1402879, 99=1407999, 99.9=1413119, 99.99=1416191] 
