2022-01-10 14:59:05:490 0 sec: 0 operations; est completion in 0 second 
2022-01-10 14:59:15:467 10 sec: 32521 operations; 3252.1 current ops/sec; est completion in 3 hours 24 minutes [INSERT: Count=32524, Max=27231, Min=285, Avg=597.69, 90=860, 99=1613, 99.9=7019, 99.99=11119] 
2022-01-10 14:59:25:467 20 sec: 69189 operations; 3666.8 current ops/sec; est completion in 3 hours 12 minutes [INSERT: Count=36666, Max=27135, Min=284, Avg=540.93, 90=808, 99=1138, 99.9=1621, 99.99=8975] 
2022-01-10 14:59:35:468 30 sec: 106526 operations; 3733.7 current ops/sec; est completion in 3 hours 7 minutes [INSERT: Count=37338, Max=29727, Min=294, Avg=531.96, 90=805, 99=1097, 99.9=2307, 99.99=27807] 
2022-01-10 14:59:45:467 40 sec: 146482 operations; 3995.6 current ops/sec; est completion in 3 hours 1 minute [INSERT: Count=39956, Max=33887, Min=283, Avg=497.4, 90=742, 99=1013, 99.9=1309, 99.99=4879] 
2022-01-10 14:59:55:468 50 sec: 188094 operations; 4161.2 current ops/sec; est completion in 2 hours 56 minutes [INSERT: Count=41613, Max=13839, Min=278, Avg=477.98, 90=672, 99=939, 99.9=1239, 99.99=10359] 
2022-01-10 15:00:05:468 60 sec: 230945 operations; 4285.1 current ops/sec; est completion in 2 hours 52 minutes [INSERT: Count=42851, Max=16023, Min=283, Avg=464.13, 90=648, 99=891, 99.9=1169, 99.99=11167] 
2022-01-10 15:00:15:468 70 sec: 274009 operations; 4306.4 current ops/sec; est completion in 2 hours 49 minutes [INSERT: Count=43062, Max=13623, Min=275, Avg=462.34, 90=653, 99=926, 99.9=1420, 99.99=10079] 
2022-01-10 15:00:25:468 80 sec: 315293 operations; 4128.4 current ops/sec; est completion in 2 hours 47 minutes [INSERT: Count=41285, Max=11319, Min=287, Avg=481.62, 90=738, 99=958, 99.9=1187, 99.99=1853] 
2022-01-10 15:00:30:473 85 sec: 335312 operations; 3999 current ops/sec; est completion in 2 hours 47 minutes [CLEANUP: Count=2, Max=1, Min=0, Avg=0.5, 90=1, 99=1, 99.9=1, 99.99=1] [INSERT: Count=20017, Max=14591, Min=281, Avg=496.75, 90=754, 99=1027, 99.9=2667, 99.99=12231] 
