2022-01-10 14:59:05:476 0 sec: 0 operations; est completion in 0 second 
2022-01-10 14:59:15:453 10 sec: 32380 operations; 3238 current ops/sec; est completion in 3 hours 25 minutes [INSERT: Count=32383, Max=42015, Min=286, Avg=600.82, 90=867, 99=1623, 99.9=7407, 99.99=11343] 
2022-01-10 14:59:25:453 20 sec: 67155 operations; 3477.5 current ops/sec; est completion in 3 hours 18 minutes [INSERT: Count=34773, Max=27183, Min=287, Avg=569.34, 90=867, 99=1197, 99.9=1592, 99.99=8983] 
2022-01-10 14:59:35:453 30 sec: 105774 operations; 3861.9 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=38621, Max=29327, Min=285, Avg=514.63, 90=762, 99=1060, 99.9=2291, 99.99=27967] 
2022-01-10 14:59:45:453 40 sec: 146764 operations; 4099 current ops/sec; est completion in 3 hours 1 minute [INSERT: Count=40990, Max=33855, Min=280, Avg=485.08, 90=689, 99=986, 99.9=1326, 99.99=4979] 
2022-01-10 14:59:55:453 50 sec: 188082 operations; 4131.8 current ops/sec; est completion in 2 hours 56 minutes [INSERT: Count=41317, Max=13647, Min=279, Avg=481.34, 90=700, 99=958, 99.9=1311, 99.99=10343] 
2022-01-10 15:00:05:453 60 sec: 229878 operations; 4179.6 current ops/sec; est completion in 2 hours 53 minutes [INSERT: Count=41797, Max=15975, Min=286, Avg=475.74, 90=712, 99=958, 99.9=1214, 99.99=11247] 
2022-01-10 15:00:15:453 70 sec: 272059 operations; 4218.1 current ops/sec; est completion in 2 hours 50 minutes [INSERT: Count=42181, Max=13559, Min=277, Avg=471.99, 90=667, 99=911, 99.9=1474, 99.99=9543] 
2022-01-10 15:00:25:453 80 sec: 315029 operations; 4297 current ops/sec; est completion in 2 hours 47 minutes [INSERT: Count=42967, Max=11407, Min=280, Avg=463.01, 90=643, 99=900, 99.9=1201, 99.99=1699] 
2022-01-10 15:00:30:454 85 sec: 335124 operations; 4017.39 current ops/sec; est completion in 2 hours 47 minutes [CLEANUP: Count=2, Max=1, Min=0, Avg=0.5, 90=1, 99=1, 99.9=1, 99.99=1] [INSERT: Count=20095, Max=14239, Min=283, Avg=494.62, 90=753, 99=1013, 99.9=2535, 99.99=12239] 
