2022-01-11 20:07:23:458 0 sec: 0 operations; est completion in 0 second 
2022-01-11 20:07:33:417 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2022-01-11 20:07:43:416 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2022-01-11 20:07:53:417 30 sec: 5000 operations; 500 current ops/sec; est completion in 2 days 18 hours [INSERT: Count=5000, Max=28835839, Min=21528576, Avg=27627189.04, 90=28721151, 99=28819455, 99.9=28835839, 99.99=28835839] 
2022-01-11 20:08:03:416 40 sec: 18099 operations; 1309.9 current ops/sec; est completion in 1 day [INSERT: Count=13110, Max=10166271, Min=2361344, Avg=4025067.5, 90=6066175, 99=8044543, 99.9=9633791, 99.99=9822207] 
2022-01-11 20:08:13:416 50 sec: 39122 operations; 2102.3 current ops/sec; est completion in 14 hours 11 minutes [INSERT: Count=21012, Max=4022271, Min=1638400, Avg=2606659.08, 90=3663871, 99=3905535, 99.9=3989503, 99.99=4022271] 
2022-01-11 20:08:23:417 60 sec: 75123 operations; 3600.1 current ops/sec; est completion in 8 hours 51 minutes [INSERT: Count=36001, Max=1653759, Min=1095680, Avg=1322945.41, 90=1473535, 99=1647615, 99.9=1653759, 99.99=1653759] 
2022-01-11 20:08:33:417 70 sec: 111817 operations; 3669.4 current ops/sec; est completion in 6 hours 56 minutes [INSERT: Count=36694, Max=1494015, Min=1278976, Avg=1375668.68, 90=1430527, 99=1474559, 99.9=1494015, 99.99=1494015] 
2022-01-11 20:08:43:416 80 sec: 150000 operations; 3818.3 current ops/sec; est completion in 5 hours 54 minutes [INSERT: Count=38183, Max=1406975, Min=1271808, Avg=1343800.79, 90=1368063, 99=1394687, 99.9=1406975, 99.99=1406975] 
2022-01-11 20:08:53:416 90 sec: 190279 operations; 4027.9 current ops/sec; est completion in 5 hours 13 minutes [INSERT: Count=40279, Max=1439743, Min=1062912, Avg=1228055.94, 90=1325055, 99=1422335, 99.9=1434623, 99.99=1439743] 
2022-01-11 20:09:03:416 100 sec: 220042 operations; 2976.3 current ops/sec; est completion in 5 hours 1 minute [INSERT: Count=29763, Max=2021375, Min=1094656, Avg=1677314.77, 90=1952767, 99=1995775, 99.9=2020351, 99.99=2021375] 
2022-01-11 20:09:13:416 110 sec: 250000 operations; 2995.8 current ops/sec; est completion in 4 hours 51 minutes [INSERT: Count=29958, Max=1773567, Min=1616896, Avg=1710854.51, 90=1739775, 99=1758207, 99.9=1773567, 99.99=1773567] 
2022-01-11 20:09:23:416 120 sec: 280042 operations; 3004.2 current ops/sec; est completion in 4 hours 43 minutes [INSERT: Count=30042, Max=1735679, Min=1489920, Avg=1638281.38, 90=1701887, 99=1725439, 99.9=1734655, 99.99=1735679] 
2022-01-11 20:09:30:012 126 sec: 305042 operations; 3790.18 current ops/sec; est completion in 4 hours 34 minutes [CLEANUP: Count=5000, Max=23, Min=0, Avg=0.03, 90=0, 99=1, 99.9=6, 99.99=14] [INSERT: Count=25000, Max=1539071, Min=1165312, Avg=1362265.09, 90=1486847, 99=1515519, 99.9=1528831, 99.99=1539071] 
