2022-01-12 18:37:26:470 0 sec: 0 operations; est completion in 0 second 
2022-01-12 18:37:36:434 10 sec: 287054 operations; 28705.4 current ops/sec; est completion in 46 minutes [INSERT: Count=287054, Max=243455, Min=3442, Avg=16917.97, 90=16607, 99=55487, 99.9=240895, 99.99=241919] 
2022-01-12 18:37:46:434 20 sec: 584675 operations; 29762.1 current ops/sec; est completion in 45 minutes [INSERT: Count=297627, Max=225023, Min=1871, Avg=16858.42, 90=16495, 99=79167, 99.9=206079, 99.99=223487] 
2022-01-12 18:37:56:434 30 sec: 882594 operations; 29791.9 current ops/sec; est completion in 44 minutes [INSERT: Count=297943, Max=101439, Min=2206, Avg=16783.99, 90=18751, 99=75647, 99.9=100415, 99.99=101183] 
2022-01-12 18:38:06:434 40 sec: 1184325 operations; 30173.1 current ops/sec; est completion in 44 minutes [INSERT: Count=301716, Max=113279, Min=9688, Avg=16570.5, 90=16447, 99=77503, 99.9=111295, 99.99=112127] 
2022-01-12 18:38:16:434 50 sec: 1495053 operations; 31072.8 current ops/sec; est completion in 43 minutes [INSERT: Count=310729, Max=89599, Min=6480, Avg=16086.26, 90=16295, 99=35039, 99.9=87807, 99.99=89151] 
2022-01-12 18:38:26:434 60 sec: 1795865 operations; 30081.2 current ops/sec; est completion in 43 minutes [INSERT: Count=300801, Max=168191, Min=1860, Avg=16620.82, 90=16815, 99=78783, 99.9=161151, 99.99=166271] 
2022-01-12 18:38:36:434 70 sec: 2094708 operations; 29884.3 current ops/sec; est completion in 43 minutes [INSERT: Count=298861, Max=204927, Min=8392, Avg=16731.79, 90=16639, 99=77759, 99.9=202879, 99.99=203903] 
2022-01-12 18:38:46:434 80 sec: 2406117 operations; 31140.9 current ops/sec; est completion in 43 minutes [INSERT: Count=311399, Max=107007, Min=7652, Avg=16055.68, 90=16207, 99=42207, 99.9=104063, 99.99=106367] 
2022-01-12 18:38:51:488 85 sec: 2560823 operations; 30610.61 current ops/sec; est completion in 42 minutes [CLEANUP: Count=500, Max=11, Min=0, Avg=0.03, 90=0, 99=0, 99.9=11, 99.99=11] [INSERT: Count=154693, Max=115199, Min=11656, Avg=16334.06, 90=16207, 99=27631, 99.9=114111, 99.99=114751] 
