2022-01-12 18:16:26:360 0 sec: 0 operations; est completion in 0 second 
2022-01-12 18:16:36:325 10 sec: 247108 operations; 24710.8 current ops/sec; est completion in 53 minutes [INSERT: Count=247122, Max=184447, Min=614, Avg=3954.25, 90=4899, 99=7047, 99.9=169855, 99.99=183935] 
2022-01-12 18:16:46:325 20 sec: 502380 operations; 25527.2 current ops/sec; est completion in 52 minutes [INSERT: Count=255274, Max=215935, Min=481, Avg=3916.34, 90=4687, 99=6011, 99.9=69247, 99.99=215679] 
2022-01-12 18:16:56:325 30 sec: 757034 operations; 25465.4 current ops/sec; est completion in 52 minutes [INSERT: Count=254650, Max=88895, Min=991, Avg=3925.69, 90=4759, 99=6235, 99.9=74815, 99.99=88191] 
2022-01-12 18:17:06:325 40 sec: 1021623 operations; 26458.9 current ops/sec; est completion in 51 minutes [INSERT: Count=264577, Max=86719, Min=928, Avg=3752.58, 90=4651, 99=6063, 99.9=74815, 99.99=86463] 
2022-01-12 18:17:16:325 50 sec: 1282347 operations; 26072.4 current ops/sec; est completion in 51 minutes [INSERT: Count=260742, Max=103167, Min=781, Avg=3860.6, 90=4751, 99=6019, 99.9=82431, 99.99=102783] 
2022-01-12 18:17:26:325 60 sec: 1538476 operations; 25612.9 current ops/sec; est completion in 51 minutes [INSERT: Count=256138, Max=157951, Min=275, Avg=3903.06, 90=4715, 99=6027, 99.9=81151, 99.99=155519] 
2022-01-12 18:17:36:325 70 sec: 1795982 operations; 25750.6 current ops/sec; est completion in 50 minutes [INSERT: Count=257479, Max=90815, Min=932, Avg=3882.72, 90=4763, 99=6059, 99.9=84351, 99.99=90431] 
2022-01-12 18:17:46:325 80 sec: 2056275 operations; 26029.3 current ops/sec; est completion in 50 minutes [INSERT: Count=260296, Max=198399, Min=997, Avg=3840.85, 90=4595, 99=5947, 99.9=75711, 99.99=197119] 
2022-01-12 18:17:51:345 85 sec: 2188842 operations; 26413.03 current ops/sec; est completion in 50 minutes [CLEANUP: Count=100, Max=3, Min=0, Avg=0.1, 90=0, 99=2, 99.9=3, 99.99=3] [INSERT: Count=132564, Max=76799, Min=947, Avg=3785.32, 90=4679, 99=5995, 99.9=74943, 99.99=76479] 
