2022-01-12 18:16:26:356 0 sec: 0 operations; est completion in 0 second 
2022-01-12 18:16:36:321 10 sec: 252992 operations; 25299.2 current ops/sec; est completion in 52 minutes [INSERT: Count=252992, Max=184447, Min=628, Avg=3860.92, 90=4803, 99=6971, 99.9=169727, 99.99=184319] 
2022-01-12 18:16:46:320 20 sec: 514054 operations; 26106.2 current ops/sec; est completion in 51 minutes [INSERT: Count=261084, Max=215807, Min=624, Avg=3828.94, 90=4579, 99=5923, 99.9=69247, 99.99=215423] 
2022-01-12 18:16:56:320 30 sec: 775911 operations; 26185.7 current ops/sec; est completion in 51 minutes [INSERT: Count=261860, Max=88831, Min=932, Avg=3817.09, 90=4671, 99=6207, 99.9=74815, 99.99=88127] 
2022-01-12 18:17:06:321 40 sec: 1047032 operations; 27112.1 current ops/sec; est completion in 50 minutes [INSERT: Count=271096, Max=86591, Min=562, Avg=3663.36, 90=4571, 99=5995, 99.9=74559, 99.99=86271] 
2022-01-12 18:17:16:320 50 sec: 1314427 operations; 26739.5 current ops/sec; est completion in 49 minutes [INSERT: Count=267419, Max=103231, Min=589, Avg=3762.94, 90=4655, 99=5999, 99.9=82431, 99.99=102847] 
2022-01-12 18:17:26:320 60 sec: 1575391 operations; 26096.4 current ops/sec; est completion in 49 minutes [INSERT: Count=260955, Max=158079, Min=620, Avg=3830.63, 90=4659, 99=5955, 99.9=80895, 99.99=155775] 
2022-01-12 18:17:36:320 70 sec: 1838328 operations; 26293.7 current ops/sec; est completion in 49 minutes [INSERT: Count=262927, Max=90751, Min=838, Avg=3802.6, 90=4679, 99=6027, 99.9=84095, 99.99=90047] 
2022-01-12 18:17:46:320 80 sec: 2105700 operations; 26737.2 current ops/sec; est completion in 49 minutes [INSERT: Count=267379, Max=198655, Min=818, Avg=3738.89, 90=4515, 99=5883, 99.9=75647, 99.99=198399] 
2022-01-12 18:17:51:341 85 sec: 2240429 operations; 26838.45 current ops/sec; est completion in 49 minutes [CLEANUP: Count=100, Max=2, Min=0, Avg=0.05, 90=0, 99=2, 99.9=2, 99.99=2] [INSERT: Count=134717, Max=76991, Min=882, Avg=3725.08, 90=4579, 99=6059, 99.9=75007, 99.99=76607] 
