2022-01-12 18:02:00:729 0 sec: 0 operations; est completion in 0 second 
2022-01-12 18:02:10:693 10 sec: 168097 operations; 16808.02 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=168109, Max=184191, Min=353, Avg=2898.72, 90=4059, 99=5767, 99.9=31935, 99.99=183935] 
2022-01-12 18:02:20:693 20 sec: 342188 operations; 17409.1 current ops/sec; est completion in 1 hour 17 minutes [INSERT: Count=174087, Max=215295, Min=396, Avg=2870.53, 90=4055, 99=5903, 99.9=46495, 99.99=215039] 
2022-01-12 18:02:30:693 30 sec: 550397 operations; 20820.9 current ops/sec; est completion in 1 hour 12 minutes [INSERT: Count=208227, Max=98431, Min=248, Avg=2399.93, 90=3579, 99=5095, 99.9=61471, 99.99=97919] 
2022-01-12 18:02:40:693 40 sec: 735199 operations; 18480.2 current ops/sec; est completion in 1 hour 11 minutes [INSERT: Count=184788, Max=71743, Min=282, Avg=2704.41, 90=3997, 99=5779, 99.9=63679, 99.99=70911] 
2022-01-12 18:02:50:693 50 sec: 917869 operations; 18267 current ops/sec; est completion in 1 hour 11 minutes [INSERT: Count=182677, Max=77631, Min=250, Avg=2735.85, 90=3971, 99=5623, 99.9=67647, 99.99=76223] 
2022-01-12 18:03:00:693 60 sec: 1104494 operations; 18662.5 current ops/sec; est completion in 1 hour 11 minutes [INSERT: Count=186612, Max=100159, Min=385, Avg=2677.9, 90=3957, 99=5783, 99.9=64735, 99.99=99775] 
2022-01-12 18:03:10:693 70 sec: 1296050 operations; 19155.6 current ops/sec; est completion in 1 hour 10 minutes [INSERT: Count=191550, Max=73215, Min=271, Avg=2606.53, 90=3895, 99=5639, 99.9=66943, 99.99=72703] 
2022-01-12 18:03:20:693 80 sec: 1503376 operations; 20732.6 current ops/sec; est completion in 1 hour 9 minutes [INSERT: Count=207326, Max=73599, Min=313, Avg=2412.41, 90=3503, 99=5427, 99.9=63999, 99.99=72831] 
2022-01-12 18:03:25:709 85 sec: 1593268 operations; 17921.05 current ops/sec; est completion in 1 hour 9 minutes [CLEANUP: Count=50, Max=2, Min=0, Avg=0.04, 90=0, 99=2, 99.9=2, 99.99=2] [INSERT: Count=89892, Max=159359, Min=305, Avg=2789.34, 90=3953, 99=5767, 99.9=74687, 99.99=159231] 
