2022-01-12 18:02:00:758 0 sec: 0 operations; est completion in 0 second 
2022-01-12 18:02:10:723 10 sec: 166929 operations; 16691.23 current ops/sec; est completion in 1 hour 19 minutes [INSERT: Count=166934, Max=184191, Min=321, Avg=2914.4, 90=4069, 99=5779, 99.9=25391, 99.99=183551] 
2022-01-12 18:02:20:723 20 sec: 339780 operations; 17285.1 current ops/sec; est completion in 1 hour 18 minutes [INSERT: Count=172853, Max=215423, Min=364, Avg=2891.18, 90=4091, 99=5935, 99.9=46527, 99.99=214655] 
2022-01-12 18:02:30:723 30 sec: 545951 operations; 20617.1 current ops/sec; est completion in 1 hour 12 minutes [INSERT: Count=206171, Max=98431, Min=343, Avg=2423.23, 90=3573, 99=5155, 99.9=61471, 99.99=97791] 
2022-01-12 18:02:40:723 40 sec: 729355 operations; 18340.4 current ops/sec; est completion in 1 hour 12 minutes [INSERT: Count=183400, Max=71743, Min=341, Avg=2725.47, 90=4023, 99=5823, 99.9=64063, 99.99=71359] 
2022-01-12 18:02:50:723 50 sec: 911436 operations; 18208.1 current ops/sec; est completion in 1 hour 12 minutes [INSERT: Count=182086, Max=77695, Min=298, Avg=2744.6, 90=3987, 99=5667, 99.9=67775, 99.99=76223] 
2022-01-12 18:03:00:723 60 sec: 1097008 operations; 18557.2 current ops/sec; est completion in 1 hour 11 minutes [INSERT: Count=185565, Max=100159, Min=411, Avg=2693.31, 90=3969, 99=5755, 99.9=64671, 99.99=99839] 
2022-01-12 18:03:10:723 70 sec: 1286674 operations; 18966.6 current ops/sec; est completion in 1 hour 11 minutes [INSERT: Count=189665, Max=73343, Min=421, Avg=2623.92, 90=3879, 99=5635, 99.9=66879, 99.99=72703] 
2022-01-12 18:03:20:723 80 sec: 1494844 operations; 20817 current ops/sec; est completion in 1 hour 10 minutes [INSERT: Count=208181, Max=73663, Min=397, Avg=2410.57, 90=3515, 99=5335, 99.9=63999, 99.99=73087] 
2022-01-12 18:03:25:738 85 sec: 1584922 operations; 17961.71 current ops/sec; est completion in 1 hour 10 minutes [CLEANUP: Count=50, Max=129, Min=0, Avg=2.86, 90=2, 99=129, 99.9=129, 99.99=129] [INSERT: Count=90067, Max=159359, Min=440, Avg=2782.82, 90=3923, 99=5759, 99.9=74687, 99.99=159359] 
