2022-01-12 18:37:26:488 0 sec: 0 operations; est completion in 0 second 
2022-01-12 18:37:36:452 10 sec: 286308 operations; 28630.8 current ops/sec; est completion in 46 minutes [INSERT: Count=286308, Max=243583, Min=2056, Avg=16939.77, 90=16623, 99=65023, 99.9=241023, 99.99=242175] 
2022-01-12 18:37:46:452 20 sec: 583741 operations; 29743.3 current ops/sec; est completion in 45 minutes [INSERT: Count=297492, Max=223999, Min=1907, Avg=16905.25, 90=16511, 99=76479, 99.9=206207, 99.99=223487] 
2022-01-12 18:37:56:451 30 sec: 884819 operations; 30107.8 current ops/sec; est completion in 44 minutes [INSERT: Count=301041, Max=101567, Min=2188, Avg=16603.03, 90=18575, 99=75839, 99.9=100223, 99.99=101119] 
2022-01-12 18:38:06:451 40 sec: 1191520 operations; 30670.1 current ops/sec; est completion in 44 minutes [INSERT: Count=306703, Max=113343, Min=3834, Avg=16301.83, 90=16447, 99=76735, 99.9=111039, 99.99=112383] 
2022-01-12 18:38:16:452 50 sec: 1501462 operations; 30994.2 current ops/sec; est completion in 43 minutes [INSERT: Count=309925, Max=89279, Min=7000, Avg=16128.44, 90=16303, 99=38207, 99.9=87743, 99.99=89087] 
2022-01-12 18:38:26:451 60 sec: 1803893 operations; 30243.1 current ops/sec; est completion in 43 minutes [INSERT: Count=302430, Max=168191, Min=2464, Avg=16532.2, 90=16767, 99=78719, 99.9=156927, 99.99=167167] 
2022-01-12 18:38:36:452 70 sec: 2103144 operations; 29925.1 current ops/sec; est completion in 43 minutes [INSERT: Count=299276, Max=204927, Min=7244, Avg=16706.87, 90=16639, 99=77951, 99.9=202367, 99.99=204543] 
2022-01-12 18:38:46:451 80 sec: 2413994 operations; 31085 current ops/sec; est completion in 42 minutes [INSERT: Count=310832, Max=107263, Min=7564, Avg=16085.07, 90=16191, 99=42527, 99.9=104127, 99.99=106623] 
2022-01-12 18:38:51:496 85 sec: 2568772 operations; 30679.48 current ops/sec; est completion in 42 minutes [CLEANUP: Count=500, Max=8, Min=0, Avg=0.03, 90=0, 99=0, 99.9=8, 99.99=8] [INSERT: Count=154765, Max=115327, Min=4076, Avg=16309.49, 90=16215, 99=27423, 99.9=114175, 99.99=115135] 
