2022-01-10 12:46:54:656 0 sec: 0 operations; est completion in 0 second 
2022-01-10 12:47:04:633 10 sec: 1330 operations; 132.99 current ops/sec; est completion in 3 days 11 hours [INSERT: Count=1331, Max=86271, Min=4720, Avg=7343.07, 90=8399, 99=11623, 99.9=13919, 99.99=86271] 
2022-01-10 12:47:14:633 20 sec: 2924 operations; 159.4 current ops/sec; est completion in 3 days 3 hours [INSERT: Count=1593, Max=8703, Min=4292, Avg=6253.18, 90=6911, 99=7475, 99.9=7931, 99.99=8703] 
2022-01-10 12:47:24:633 30 sec: 4502 operations; 157.8 current ops/sec; est completion in 3 days 2 hours [INSERT: Count=1578, Max=8863, Min=4484, Avg=6315.25, 90=6895, 99=7243, 99.9=7663, 99.99=8863] 
2022-01-10 12:47:34:633 40 sec: 6069 operations; 156.7 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1567, Max=8171, Min=4684, Avg=6357.39, 90=6975, 99=7407, 99.9=7683, 99.99=8171] 
2022-01-10 12:47:44:633 50 sec: 7690 operations; 162.1 current ops/sec; est completion in 3 days [INSERT: Count=1621, Max=7735, Min=4164, Avg=6157.63, 90=6883, 99=7259, 99.9=7427, 99.99=7735] 
2022-01-10 12:47:54:633 60 sec: 9127 operations; 143.7 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1437, Max=8223, Min=5440, Avg=6946.98, 90=7347, 99=7707, 99.9=8043, 99.99=8223] 
2022-01-10 12:48:04:633 70 sec: 10633 operations; 150.6 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1506, Max=7843, Min=4888, Avg=6630.84, 90=7179, 99=7515, 99.9=7807, 99.99=7843] 
2022-01-10 12:48:14:633 80 sec: 12163 operations; 153 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1530, Max=17903, Min=4716, Avg=6524.01, 90=7079, 99=7503, 99.9=7835, 99.99=17903] 
2022-01-10 12:48:19:637 85 sec: 12985 operations; 164.27 current ops/sec; est completion in 3 days [CLEANUP: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [INSERT: Count=822, Max=7499, Min=4372, Avg=6085.56, 90=6707, 99=7115, 99.9=7455, 99.99=7499] 
