2022-01-10 12:46:54:683 0 sec: 0 operations; est completion in 0 second 
2022-01-10 12:47:04:660 10 sec: 1335 operations; 133.5 current ops/sec; est completion in 3 days 11 hours [INSERT: Count=1335, Max=53375, Min=4724, Avg=7316.65, 90=8407, 99=11655, 99.9=14015, 99.99=53375] 
2022-01-10 12:47:14:661 20 sec: 2928 operations; 159.3 current ops/sec; est completion in 3 days 3 hours [INSERT: Count=1593, Max=8695, Min=4352, Avg=6254.14, 90=6911, 99=7515, 99.9=7979, 99.99=8695] 
2022-01-10 12:47:24:661 30 sec: 4506 operations; 157.8 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1578, Max=8815, Min=4276, Avg=6314.7, 90=6895, 99=7271, 99.9=7659, 99.99=8815] 
2022-01-10 12:47:34:660 40 sec: 6074 operations; 156.8 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1568, Max=8115, Min=4676, Avg=6357.41, 90=6959, 99=7411, 99.9=7615, 99.99=8115] 
2022-01-10 12:47:44:661 50 sec: 7693 operations; 161.9 current ops/sec; est completion in 3 days [INSERT: Count=1619, Max=7691, Min=4204, Avg=6161.06, 90=6883, 99=7243, 99.9=7423, 99.99=7691] 
2022-01-10 12:47:54:660 60 sec: 9130 operations; 143.7 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1438, Max=8231, Min=5388, Avg=6948.23, 90=7343, 99=7707, 99.9=8095, 99.99=8231] 
2022-01-10 12:48:04:661 70 sec: 10637 operations; 150.7 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1506, Max=7815, Min=4868, Avg=6628.37, 90=7187, 99=7535, 99.9=7783, 99.99=7815] 
2022-01-10 12:48:14:661 80 sec: 12167 operations; 153 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1530, Max=16719, Min=4936, Avg=6524.46, 90=7079, 99=7475, 99.9=7871, 99.99=16719] 
2022-01-10 12:48:19:662 85 sec: 12989 operations; 164.33 current ops/sec; est completion in 3 days [CLEANUP: Count=1, Max=3, Min=3, Avg=3, 90=3, 99=3, 99.9=3, 99.99=3] [INSERT: Count=822, Max=7451, Min=4276, Avg=6078.59, 90=6711, 99=7123, 99.9=7379, 99.99=7451] 
