2022-01-10 12:46:54:655 0 sec: 0 operations; est completion in 0 second 
2022-01-10 12:47:04:632 10 sec: 1330 operations; 132.99 current ops/sec; est completion in 3 days 11 hours [INSERT: Count=1330, Max=73215, Min=4744, Avg=7334.05, 90=8423, 99=11607, 99.9=13983, 99.99=73215] 
2022-01-10 12:47:14:632 20 sec: 2923 operations; 159.32 current ops/sec; est completion in 3 days 4 hours [INSERT: Count=1593, Max=8743, Min=4368, Avg=6252.79, 90=6915, 99=7479, 99.9=7971, 99.99=8743] 
2022-01-10 12:47:24:632 30 sec: 4501 operations; 157.78 current ops/sec; est completion in 3 days 2 hours [INSERT: Count=1578, Max=8807, Min=4380, Avg=6313.95, 90=6891, 99=7243, 99.9=7655, 99.99=8807] 
2022-01-10 12:47:34:632 40 sec: 6069 operations; 156.82 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1568, Max=8091, Min=4664, Avg=6356.57, 90=6971, 99=7379, 99.9=7591, 99.99=8091] 
2022-01-10 12:47:44:632 50 sec: 7689 operations; 162 current ops/sec; est completion in 3 days [INSERT: Count=1620, Max=7703, Min=4116, Avg=6158.18, 90=6875, 99=7243, 99.9=7395, 99.99=7703] 
2022-01-10 12:47:54:632 60 sec: 9126 operations; 143.7 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1437, Max=8215, Min=5564, Avg=6948.24, 90=7351, 99=7691, 99.9=8131, 99.99=8215] 
2022-01-10 12:48:04:632 70 sec: 10632 operations; 150.6 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1506, Max=7851, Min=4888, Avg=6632.1, 90=7175, 99=7539, 99.9=7763, 99.99=7851] 
2022-01-10 12:48:14:632 80 sec: 12165 operations; 153.3 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1533, Max=8171, Min=4792, Avg=6515.88, 90=7083, 99=7467, 99.9=7847, 99.99=8171] 
2022-01-10 12:48:19:638 85 sec: 12985 operations; 163.77 current ops/sec; est completion in 3 days [CLEANUP: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [INSERT: Count=820, Max=18303, Min=4524, Avg=6097.88, 90=6719, 99=7131, 99.9=7519, 99.99=18303] 
