2022-01-12 21:43:51:752 0 sec: 0 operations; est completion in 0 second 
2022-01-12 21:44:01:716 10 sec: 51510 operations; 5150.48 current ops/sec; est completion in 4 hours 18 minutes [INSERT: Count=51510, Max=73087, Min=23424, Avg=37266.05, 90=44095, 99=51967, 99.9=58207, 99.99=67135] 
2022-01-12 21:44:11:716 20 sec: 97615 operations; 4610.96 current ops/sec; est completion in 4 hours 32 minutes [INSERT: Count=46105, Max=462847, Min=24144, Avg=43667.62, 90=43071, 99=425727, 99.9=461823, 99.99=462591] 
2022-01-12 21:44:21:716 30 sec: 148093 operations; 5047.8 current ops/sec; est completion in 4 hours 29 minutes [INSERT: Count=50482, Max=551935, Min=23696, Avg=39928.95, 90=44287, 99=161663, 99.9=550911, 99.99=551935] 
2022-01-12 21:44:31:716 40 sec: 203757 operations; 5566.4 current ops/sec; est completion in 4 hours 21 minutes [INSERT: Count=55661, Max=114047, Min=17472, Avg=35915.51, 90=42271, 99=104895, 99.9=113535, 99.99=113919] 
2022-01-12 21:44:41:716 50 sec: 259126 operations; 5536.9 current ops/sec; est completion in 4 hours 16 minutes [INSERT: Count=55368, Max=126335, Min=24272, Avg=36123.54, 90=43263, 99=82303, 99.9=124927, 99.99=125887] 
2022-01-12 21:44:51:716 60 sec: 314768 operations; 5564.2 current ops/sec; est completion in 4 hours 13 minutes [INSERT: Count=55643, Max=108479, Min=22656, Avg=35932.46, 90=43519, 99=99775, 99.9=107967, 99.99=108351] 
2022-01-12 21:45:01:716 70 sec: 370877 operations; 5610.9 current ops/sec; est completion in 4 hours 10 minutes [INSERT: Count=56111, Max=121407, Min=22976, Avg=35654.91, 90=42527, 99=96319, 99.9=120191, 99.99=120639] 
2022-01-12 21:45:11:716 80 sec: 426182 operations; 5530.5 current ops/sec; est completion in 4 hours 8 minutes [INSERT: Count=55303, Max=120383, Min=2630, Avg=36168.48, 90=43455, 99=99135, 99.9=117887, 99.99=119615] 
2022-01-12 21:45:16:766 85 sec: 454747 operations; 5656.44 current ops/sec; est completion in 4 hours 7 minutes [CLEANUP: Count=200, Max=2, Min=0, Avg=0.02, 90=0, 99=0, 99.9=2, 99.99=2] [INSERT: Count=28564, Max=114623, Min=22592, Avg=35364.94, 90=43359, 99=93119, 99.9=113791, 99.99=114559] 
