2022-01-12 21:43:51:770 0 sec: 0 operations; est completion in 0 second 
2022-01-12 21:44:01:735 10 sec: 51620 operations; 5162 current ops/sec; est completion in 4 hours 18 minutes [INSERT: Count=51620, Max=62207, Min=23424, Avg=37255.9, 90=43871, 99=51935, 99.9=54655, 99.99=60223] 
2022-01-12 21:44:11:734 20 sec: 97689 operations; 4606.9 current ops/sec; est completion in 4 hours 32 minutes [INSERT: Count=46069, Max=463103, Min=24288, Avg=43679.88, 90=42975, 99=426239, 99.9=462335, 99.99=462847] 
2022-01-12 21:44:21:734 30 sec: 148283 operations; 5059.4 current ops/sec; est completion in 4 hours 29 minutes [INSERT: Count=50595, Max=551935, Min=23712, Avg=39914.48, 90=44319, 99=163327, 99.9=550399, 99.99=551935] 
2022-01-12 21:44:31:734 40 sec: 203931 operations; 5564.8 current ops/sec; est completion in 4 hours 20 minutes [INSERT: Count=55651, Max=114239, Min=17440, Avg=35922.17, 90=42335, 99=104575, 99.9=113599, 99.99=113855] 
2022-01-12 21:44:41:734 50 sec: 259377 operations; 5544.6 current ops/sec; est completion in 4 hours 16 minutes [INSERT: Count=55443, Max=126271, Min=24272, Avg=36082.68, 90=43263, 99=82495, 99.9=124735, 99.99=126079] 
2022-01-12 21:44:51:734 60 sec: 314936 operations; 5555.9 current ops/sec; est completion in 4 hours 13 minutes [INSERT: Count=55561, Max=108415, Min=22672, Avg=35982.2, 90=43455, 99=101055, 99.9=107711, 99.99=108223] 
2022-01-12 21:45:01:734 70 sec: 371042 operations; 5610.6 current ops/sec; est completion in 4 hours 10 minutes [INSERT: Count=56109, Max=121535, Min=22848, Avg=35662.86, 90=42623, 99=97471, 99.9=120127, 99.99=120767] 
2022-01-12 21:45:11:734 80 sec: 426247 operations; 5520.5 current ops/sec; est completion in 4 hours 8 minutes [INSERT: Count=55201, Max=120255, Min=2590, Avg=36225.14, 90=43423, 99=99583, 99.9=118975, 99.99=119807] 
2022-01-12 21:45:16:774 85 sec: 454859 operations; 5676.98 current ops/sec; est completion in 4 hours 7 minutes [CLEANUP: Count=200, Max=2, Min=0, Avg=0.01, 90=0, 99=0, 99.9=2, 99.99=2] [INSERT: Count=28610, Max=114367, Min=17168, Avg=35314.28, 90=43103, 99=91199, 99.9=113663, 99.99=114175] 
