2022-01-11 13:58:51:221 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:59:01:185 10 sec: 20000 operations; 1999.8 current ops/sec; est completion in 5 hours 33 minutes [INSERT: Count=20000, Max=2502655, Min=301824, Avg=1765645.52, 90=1912831, 99=2039807, 99.9=2453503, 99.99=2502655] 
2022-01-11 13:59:11:185 20 sec: 37136 operations; 1713.6 current ops/sec; est completion in 5 hours 58 minutes [INSERT: Count=17136, Max=2652159, Min=1922048, Avg=2152420.51, 90=2392063, 99=2650111, 99.9=2650111, 99.99=2652159] 
2022-01-11 13:59:21:184 30 sec: 52000 operations; 1486.55 current ops/sec; est completion in 6 hours 24 minutes [INSERT: Count=14864, Max=2924543, Min=2633728, Avg=2772655.12, 90=2805759, 99=2850815, 99.9=2924543, 99.99=2924543] 
2022-01-11 13:59:31:185 40 sec: 66834 operations; 1483.25 current ops/sec; est completion in 6 hours 38 minutes [INSERT: Count=14834, Max=3557375, Min=2766848, Avg=2852160.72, 90=3110911, 99=3348479, 99.9=3436543, 99.99=3557375] 
2022-01-11 13:59:41:185 50 sec: 80000 operations; 1316.6 current ops/sec; est completion in 6 hours 55 minutes [INSERT: Count=13166, Max=2822143, Min=1999872, Avg=2730822.89, 90=2801663, 99=2813951, 99.9=2822143, 99.99=2822143] 
2022-01-11 13:59:51:185 60 sec: 95880 operations; 1588 current ops/sec; est completion in 6 hours 56 minutes [INSERT: Count=15898, Max=2820095, Min=2766848, Avg=2794048.22, 90=2805759, 99=2815999, 99.9=2820095, 99.99=2820095] 
2022-01-11 14:00:01:185 70 sec: 108178 operations; 1229.8 current ops/sec; est completion in 7 hours 10 minutes [INSERT: Count=12282, Max=2836479, Min=2754560, Avg=2794067.96, 90=2803711, 99=2811903, 99.9=2818047, 99.99=2836479] 
2022-01-11 14:00:11:185 80 sec: 124000 operations; 1582.2 current ops/sec; est completion in 7 hours 8 minutes [INSERT: Count=15820, Max=2828287, Min=2762752, Avg=2794366.41, 90=2807807, 99=2813951, 99.9=2828287, 99.99=2828287] 
2022-01-11 14:00:18:932 87 sec: 136000 operations; 1548.99 current ops/sec; est completion in 7 hours 8 minutes [CLEANUP: Count=4000, Max=38, Min=0, Avg=0.08, 90=0, 99=1, 99.9=20, 99.99=38] [INSERT: Count=12000, Max=2842623, Min=2551808, Avg=2766363.31, 90=2803711, 99=2820095, 99.9=2840575, 99.99=2842623] 
