2022-01-11 13:58:51:241 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:59:01:206 10 sec: 17774 operations; 1777.22 current ops/sec; est completion in 6 hours 14 minutes [INSERT: Count=17774, Max=2566143, Min=934400, Avg=1936472.23, 90=2217983, 99=2557951, 99.9=2566143, 99.99=2566143] 
2022-01-11 13:59:11:206 20 sec: 36085 operations; 1831.1 current ops/sec; est completion in 6 hours 9 minutes [INSERT: Count=18311, Max=2656255, Min=1736704, Avg=2163907.2, 90=2519039, 99=2590719, 99.9=2639871, 99.99=2656255] 
2022-01-11 13:59:21:206 30 sec: 49920 operations; 1383.5 current ops/sec; est completion in 6 hours 40 minutes [INSERT: Count=13835, Max=2883583, Min=2635776, Avg=2784666.78, 90=2803711, 99=2811903, 99.9=2820095, 99.99=2822143] 
2022-01-11 13:59:31:205 40 sec: 64260 operations; 1434 current ops/sec; est completion in 6 hours 54 minutes [INSERT: Count=14340, Max=3534847, Min=2766848, Avg=2845524.76, 90=2955263, 99=3516415, 99.9=3534847, 99.99=3534847] 
2022-01-11 13:59:41:206 50 sec: 79138 operations; 1487.8 current ops/sec; est completion in 7 hours [INSERT: Count=14878, Max=2820095, Min=2035712, Avg=2741048.95, 90=2801663, 99=2813951, 99.9=2815999, 99.99=2820095] 
2022-01-11 13:59:51:206 60 sec: 92559 operations; 1342.1 current ops/sec; est completion in 7 hours 11 minutes [INSERT: Count=13421, Max=2830335, Min=2748416, Avg=2793308.03, 90=2803711, 99=2813951, 99.9=2828287, 99.99=2830335] 
2022-01-11 14:00:01:206 70 sec: 108052 operations; 1549.3 current ops/sec; est completion in 7 hours 10 minutes [INSERT: Count=15493, Max=2820095, Min=2754560, Avg=2793950.99, 90=2803711, 99=2811903, 99.9=2815999, 99.99=2818047] 
2022-01-11 14:00:11:206 80 sec: 121326 operations; 1327.4 current ops/sec; est completion in 7 hours 18 minutes [INSERT: Count=13274, Max=2895871, Min=2764800, Avg=2794371.49, 90=2805759, 99=2846719, 99.9=2895871, 99.99=2895871] 
2022-01-11 14:00:19:021 87 sec: 132771 operations; 1464.49 current ops/sec; est completion in 7 hours 19 minutes [CLEANUP: Count=4000, Max=78, Min=0, Avg=0.05, 90=0, 99=0, 99.9=6, 99.99=78] [INSERT: Count=11445, Max=2842623, Min=2508800, Avg=2782409.13, 90=2803711, 99=2811903, 99.9=2822143, 99.99=2842623] 
