2022-01-11 13:58:51:229 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:59:01:193 10 sec: 18439 operations; 1843.9 current ops/sec; est completion in 6 hours 1 minute [INSERT: Count=18441, Max=2523135, Min=884224, Avg=1888759.1, 90=2007039, 99=2469887, 99.9=2523135, 99.99=2523135] 
2022-01-11 13:59:11:193 20 sec: 36300 operations; 1786.1 current ops/sec; est completion in 6 hours 6 minutes [INSERT: Count=17859, Max=2654207, Min=1734656, Avg=2158657.45, 90=2500607, 99=2635775, 99.9=2650111, 99.99=2652159] 
2022-01-11 13:59:21:194 30 sec: 50581 operations; 1428.1 current ops/sec; est completion in 6 hours 34 minutes [INSERT: Count=14281, Max=2908159, Min=2633728, Avg=2781284.17, 90=2803711, 99=2811903, 99.9=2836479, 99.99=2883583] 
2022-01-11 13:59:31:193 40 sec: 64645 operations; 1406.4 current ops/sec; est completion in 6 hours 51 minutes [INSERT: Count=14064, Max=3528703, Min=2768896, Avg=2831672.94, 90=2809855, 99=3489791, 99.9=3518463, 99.99=3528703] 
2022-01-11 13:59:41:193 50 sec: 79735 operations; 1509 current ops/sec; est completion in 6 hours 57 minutes [INSERT: Count=15090, Max=2820095, Min=2029568, Avg=2752714.49, 90=2803711, 99=2811903, 99.9=2813951, 99.99=2820095] 
2022-01-11 13:59:51:193 60 sec: 93311 operations; 1357.6 current ops/sec; est completion in 7 hours 7 minutes [INSERT: Count=13576, Max=2830335, Min=2748416, Avg=2793182.51, 90=2803711, 99=2811903, 99.9=2826239, 99.99=2830335] 
2022-01-11 14:00:01:193 70 sec: 108134 operations; 1482.3 current ops/sec; est completion in 7 hours 10 minutes [INSERT: Count=14823, Max=2818047, Min=2754560, Avg=2793458.11, 90=2803711, 99=2811903, 99.9=2818047, 99.99=2818047] 
2022-01-11 14:00:11:193 80 sec: 122089 operations; 1395.5 current ops/sec; est completion in 7 hours 15 minutes [INSERT: Count=13955, Max=2918399, Min=2762752, Avg=2794568.06, 90=2805759, 99=2859007, 99.9=2918399, 99.99=2918399] 
2022-01-11 14:00:19:008 87 sec: 133581 operations; 1470.51 current ops/sec; est completion in 7 hours 16 minutes [CLEANUP: Count=4000, Max=160, Min=0, Avg=0.12, 90=0, 99=1, 99.9=28, 99.99=160] [INSERT: Count=11492, Max=2842623, Min=2521088, Avg=2774102.25, 90=2803711, 99=2815999, 99.9=2822143, 99.99=2842623] 
