2022-01-11 13:54:42:909 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:54:52:873 10 sec: 47909 operations; 4790.42 current ops/sec; est completion in 2 hours 19 minutes [INSERT: Count=47924, Max=1367039, Min=555008, Avg=792612.95, 90=926719, 99=1351679, 99.9=1367039, 99.99=1367039] 
2022-01-11 13:55:02:873 20 sec: 96285 operations; 4837.6 current ops/sec; est completion in 2 hours 18 minutes [INSERT: Count=48361, Max=1407999, Min=404480, Avg=812885.97, 90=873471, 99=1396735, 99.9=1400831, 99.99=1407999] 
2022-01-11 13:55:12:873 30 sec: 132376 operations; 3609.1 current ops/sec; est completion in 2 hours 30 minutes [INSERT: Count=36091, Max=1434623, Min=818688, Avg=1078175.62, 90=1387519, 99=1402879, 99.9=1429503, 99.99=1434623] 
2022-01-11 13:55:22:873 40 sec: 160676 operations; 2830 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=28300, Max=1438719, Min=1345536, Avg=1397362.7, 90=1404927, 99=1410047, 99.9=1413119, 99.99=1420287] 
2022-01-11 13:55:32:873 50 sec: 189023 operations; 2834.7 current ops/sec; est completion in 2 hours 55 minutes [INSERT: Count=28347, Max=1478655, Min=1315840, Avg=1397461.24, 90=1404927, 99=1412095, 99.9=1469439, 99.99=1477631] 
2022-01-11 13:55:42:873 60 sec: 217629 operations; 2860.6 current ops/sec; est completion in 3 hours 2 minutes [INSERT: Count=28614, Max=1467391, Min=1344512, Avg=1397958.9, 90=1404927, 99=1429503, 99.9=1457151, 99.99=1467391] 
2022-01-11 13:55:52:873 70 sec: 246635 operations; 2900.6 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=29051, Max=1437695, Min=1324032, Avg=1397084.1, 90=1403903, 99=1409023, 99.9=1415167, 99.99=1437695] 
2022-01-11 13:56:02:873 80 sec: 275562 operations; 2892.7 current ops/sec; est completion in 3 hours 12 minutes [INSERT: Count=28903, Max=1478655, Min=1314816, Avg=1398199.97, 90=1404927, 99=1446911, 99.9=1469439, 99.99=1478655] 
2022-01-11 13:56:09:559 86 sec: 294029 operations; 2762.04 current ops/sec; est completion in 3 hours 15 minutes [CLEANUP: Count=4000, Max=67, Min=0, Avg=0.09, 90=0, 99=1, 99.9=16, 99.99=67] [INSERT: Count=18438, Max=1457151, Min=1339392, Avg=1397693.24, 90=1403903, 99=1409023, 99.9=1413119, 99.99=1449983] 
