2022-01-11 13:54:42:926 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:54:52:891 10 sec: 45310 operations; 4531 current ops/sec; est completion in 2 hours 26 minutes [INSERT: Count=45310, Max=1389567, Min=611840, Avg=805462.68, 90=940543, 99=1378303, 99.9=1388543, 99.99=1389567] 
2022-01-11 13:55:02:891 20 sec: 96219 operations; 5090.9 current ops/sec; est completion in 2 hours 18 minutes [INSERT: Count=50909, Max=1393663, Min=404480, Avg=809428.1, 90=880639, 99=1326079, 99.9=1392639, 99.99=1393663] 
2022-01-11 13:55:12:891 30 sec: 131995 operations; 3577.6 current ops/sec; est completion in 2 hours 31 minutes [INSERT: Count=35776, Max=1455103, Min=818688, Avg=1082956.81, 90=1386495, 99=1403903, 99.9=1455103, 99.99=1455103] 
2022-01-11 13:55:22:890 40 sec: 160560 operations; 2856.5 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=28565, Max=1438719, Min=1339392, Avg=1397176.98, 90=1404927, 99=1411071, 99.9=1414143, 99.99=1438719] 
2022-01-11 13:55:32:891 50 sec: 188937 operations; 2837.7 current ops/sec; est completion in 2 hours 55 minutes [INSERT: Count=28377, Max=1462271, Min=1329152, Avg=1397239.59, 90=1404927, 99=1428479, 99.9=1459199, 99.99=1462271] 
2022-01-11 13:55:42:891 60 sec: 217392 operations; 2845.5 current ops/sec; est completion in 3 hours 3 minutes [INSERT: Count=28465, Max=1467391, Min=1344512, Avg=1397689.44, 90=1404927, 99=1414143, 99.9=1457151, 99.99=1467391] 
2022-01-11 13:55:52:891 70 sec: 245760 operations; 2836.8 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=28358, Max=1452031, Min=1324032, Avg=1397155.81, 90=1404927, 99=1411071, 99.9=1452031, 99.99=1452031] 
2022-01-11 13:56:02:890 80 sec: 274390 operations; 2863 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=28630, Max=1478655, Min=1313792, Avg=1397563.82, 90=1403903, 99=1411071, 99.9=1457151, 99.99=1477631] 
2022-01-11 13:56:09:576 86 sec: 293640 operations; 2879.15 current ops/sec; est completion in 3 hours 15 minutes [CLEANUP: Count=4000, Max=23, Min=0, Avg=0.06, 90=0, 99=1, 99.9=15, 99.99=23] [INSERT: Count=19250, Max=1453055, Min=1346560, Avg=1397707.28, 90=1404927, 99=1412095, 99.9=1451007, 99.99=1453055] 
