2022-01-11 13:36:49:791 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:36:59:755 10 sec: 46621 operations; 4662.1 current ops/sec; est completion in 2 hours 22 minutes [INSERT: Count=46621, Max=3315711, Min=252672, Avg=789658.53, 90=1555455, 99=3282943, 99.9=3313663, 99.99=3315711] 
2022-01-11 13:37:09:755 20 sec: 103731 operations; 5711 current ops/sec; est completion in 2 hours 8 minutes [INSERT: Count=57157, Max=2170879, Min=414976, Avg=697749.99, 90=1446911, 99=2107391, 99.9=2121727, 99.99=2166783] 
2022-01-11 13:37:19:755 30 sec: 160483 operations; 5675.2 current ops/sec; est completion in 2 hours 4 minutes [INSERT: Count=56712, Max=2117631, Min=413696, Avg=699612.53, 90=1423359, 99=2052095, 99.9=2081791, 99.99=2101247] 
2022-01-11 13:37:29:755 40 sec: 217928 operations; 5744.5 current ops/sec; est completion in 2 hours 1 minute [INSERT: Count=57438, Max=2123775, Min=437760, Avg=701930.64, 90=1432575, 99=2052095, 99.9=2065407, 99.99=2123775] 
2022-01-11 13:37:39:755 50 sec: 275080 operations; 5715.2 current ops/sec; est completion in 2 hours [INSERT: Count=57163, Max=2134015, Min=421888, Avg=703839.69, 90=1672191, 99=2057215, 99.9=2071551, 99.99=2076671] 
2022-01-11 13:37:49:755 60 sec: 331961 operations; 5688.1 current ops/sec; est completion in 1 hour 59 minutes [INSERT: Count=56907, Max=2053119, Min=371968, Avg=694976.14, 90=1592319, 99=1990655, 99.9=2036735, 99.99=2050047] 
2022-01-11 13:37:59:755 70 sec: 388876 operations; 5691.5 current ops/sec; est completion in 1 hour 58 minutes [INSERT: Count=56878, Max=2015231, Min=384768, Avg=704790.4, 90=1581055, 99=1947647, 99.9=1991679, 99.99=2015231] 
2022-01-11 13:38:09:755 80 sec: 446413 operations; 5753.7 current ops/sec; est completion in 1 hour 58 minutes [INSERT: Count=57537, Max=1994751, Min=413184, Avg=706531.31, 90=1627135, 99=1931263, 99.9=1988607, 99.99=1994751] 
2022-01-11 13:38:16:852 87 sec: 480283 operations; 4772.44 current ops/sec; est completion in 1 hour 59 minutes [CLEANUP: Count=4000, Max=39, Min=0, Avg=0.07, 90=0, 99=1, 99.9=18, 99.99=39] [INSERT: Count=33870, Max=1915903, Min=387072, Avg=730911.68, 90=1679359, 99=1881087, 99.9=1898495, 99.99=1915903] 
