2022-01-11 13:36:49:818 0 sec: 0 operations; est completion in 0 second 
2022-01-11 13:36:59:783 10 sec: 45412 operations; 4541.2 current ops/sec; est completion in 2 hours 26 minutes [INSERT: Count=45412, Max=3514367, Min=261760, Avg=805317.76, 90=1589247, 99=3348479, 99.9=3497983, 99.99=3514367] 
2022-01-11 13:37:09:783 20 sec: 102769 operations; 5735.7 current ops/sec; est completion in 2 hours 9 minutes [INSERT: Count=57358, Max=2191359, Min=412160, Avg=701840.5, 90=1447935, 99=2117631, 99.9=2158591, 99.99=2158591] 
2022-01-11 13:37:19:783 30 sec: 160153 operations; 5738.4 current ops/sec; est completion in 2 hours 4 minutes [INSERT: Count=57405, Max=2086911, Min=424960, Avg=703069.14, 90=1421311, 99=2060287, 99.9=2086911, 99.99=2086911] 
2022-01-11 13:37:29:783 40 sec: 217509 operations; 5735.6 current ops/sec; est completion in 2 hours 1 minute [INSERT: Count=57334, Max=2123775, Min=437248, Avg=699709.9, 90=1422335, 99=2061311, 99.9=2076671, 99.99=2123775] 
2022-01-11 13:37:39:783 50 sec: 274510 operations; 5700.1 current ops/sec; est completion in 2 hours [INSERT: Count=57008, Max=2134015, Min=423680, Avg=706463.24, 90=1672191, 99=2050047, 99.9=2111487, 99.99=2121727] 
2022-01-11 13:37:49:783 60 sec: 331496 operations; 5698.6 current ops/sec; est completion in 1 hour 59 minutes [INSERT: Count=56983, Max=2050047, Min=371712, Avg=694586.26, 90=1589247, 99=1984511, 99.9=1998847, 99.99=2045951] 
2022-01-11 13:37:59:783 70 sec: 387755 operations; 5625.9 current ops/sec; est completion in 1 hour 59 minutes [INSERT: Count=56265, Max=1999871, Min=385792, Avg=696162.83, 90=1583103, 99=1941503, 99.9=1953791, 99.99=1999871] 
2022-01-11 13:38:09:783 80 sec: 445233 operations; 5747.8 current ops/sec; est completion in 1 hour 58 minutes [INSERT: Count=57468, Max=1992703, Min=413184, Avg=704697.2, 90=1582079, 99=1946623, 99.9=1984511, 99.99=1992703] 
2022-01-11 13:38:16:893 87 sec: 479541 operations; 4825.32 current ops/sec; est completion in 1 hour 59 minutes [CLEANUP: Count=4000, Max=60, Min=0, Avg=0.05, 90=0, 99=0, 99.9=14, 99.99=60] [INSERT: Count=34308, Max=1904639, Min=387072, Avg=735183.64, 90=1688575, 99=1883135, 99.9=1899519, 99.99=1904639] 
