2022-01-10 12:48:36:386 0 sec: 0 operations; est completion in 0 second 
2022-01-10 12:48:46:363 10 sec: 1397 operations; 139.7 current ops/sec; est completion in 3 days 7 hours [INSERT: Count=1397, Max=86399, Min=3624, Avg=6984.55, 90=8247, 99=10951, 99.9=13615, 99.99=86399] 
2022-01-10 12:48:56:363 20 sec: 2907 operations; 151 current ops/sec; est completion in 3 days 4 hours [INSERT: Count=1510, Max=8239, Min=4488, Avg=6596.04, 90=7147, 99=7487, 99.9=7895, 99.99=8239] 
2022-01-10 12:49:06:363 30 sec: 4361 operations; 145.4 current ops/sec; est completion in 3 days 4 hours [INSERT: Count=1454, Max=9655, Min=5364, Avg=6856.14, 90=7315, 99=7703, 99.9=8007, 99.99=9655] 
2022-01-10 12:49:16:363 40 sec: 5826 operations; 146.5 current ops/sec; est completion in 3 days 4 hours [INSERT: Count=1465, Max=8239, Min=5100, Avg=6805.75, 90=7255, 99=7671, 99.9=8119, 99.99=8239] 
2022-01-10 12:49:26:363 50 sec: 7451 operations; 162.5 current ops/sec; est completion in 3 days 2 hours [INSERT: Count=1625, Max=8503, Min=4018, Avg=6137.78, 90=6723, 99=7151, 99.9=7779, 99.99=8503] 
2022-01-10 12:49:36:363 60 sec: 8975 operations; 152.4 current ops/sec; est completion in 3 days 2 hours [INSERT: Count=1524, Max=7795, Min=4856, Avg=6552.24, 90=7079, 99=7447, 99.9=7667, 99.99=7795] 
2022-01-10 12:49:46:363 70 sec: 10504 operations; 152.9 current ops/sec; est completion in 3 days 2 hours [INSERT: Count=1529, Max=7767, Min=4984, Avg=6529.96, 90=7055, 99=7507, 99.9=7735, 99.99=7767] 
2022-01-10 12:49:56:363 80 sec: 12045 operations; 154.1 current ops/sec; est completion in 3 days 1 hour [INSERT: Count=1541, Max=16719, Min=4728, Avg=6479.95, 90=6967, 99=7323, 99.9=7987, 99.99=16719] 
2022-01-10 12:50:01:369 85 sec: 12842 operations; 159.21 current ops/sec; est completion in 3 days 1 hour [CLEANUP: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INSERT: Count=797, Max=8727, Min=4800, Avg=6271.25, 90=6879, 99=7295, 99.9=8383, 99.99=8727] 
