2022-01-11 12:38:04:497 0 sec: 0 operations; est completion in 0 second 
2022-01-11 12:38:14:459 10 sec: 49617 operations; 4961.2 current ops/sec; est completion in 2 hours 14 minutes [INSERT: Count=49617, Max=4567039, Min=159104, Avg=547610.15, 90=688127, 99=4243455, 99.9=4562943, 99.99=4567039] 
2022-01-11 12:38:24:459 20 sec: 121672 operations; 7205.5 current ops/sec; est completion in 1 hour 49 minutes [INSERT: Count=72055, Max=5115903, Min=123328, Avg=428320.38, 90=693759, 99=4089855, 99.9=4972543, 99.99=5111807] 
2022-01-11 12:38:34:459 30 sec: 169562 operations; 4789 current ops/sec; est completion in 1 hour 57 minutes [INSERT: Count=47891, Max=3561471, Min=126592, Avg=629559.04, 90=1604607, 99=2709503, 99.9=3551231, 99.99=3561471] 
2022-01-11 12:38:44:459 40 sec: 252422 operations; 8286 current ops/sec; est completion in 1 hour 44 minutes [INSERT: Count=82859, Max=923135, Min=146432, Avg=363789.32, 90=571391, 99=856063, 99.9=895487, 99.99=923135] 
2022-01-11 12:38:54:459 50 sec: 338044 operations; 8562.2 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=85622, Max=823807, Min=133632, Avg=350357.81, 90=587263, 99=792063, 99.9=814079, 99.99=817663] 
2022-01-11 12:39:04:460 60 sec: 419423 operations; 8137.9 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=81379, Max=777215, Min=127232, Avg=368579.72, 90=618495, 99=700415, 99.9=744959, 99.99=764927] 
2022-01-11 12:39:14:459 70 sec: 503424 operations; 8400.1 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=84001, Max=941567, Min=132992, Avg=357187.15, 90=555007, 99=840703, 99.9=925695, 99.99=934399] 
2022-01-11 12:39:24:459 80 sec: 585958 operations; 8253.4 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=82538, Max=784383, Min=126784, Avg=363171.88, 90=567295, 99=738815, 99.9=777727, 99.99=784383] 
2022-01-11 12:39:30:335 85 sec: 630250 operations; 7540.35 current ops/sec; est completion in 1 hour 29 minutes [CLEANUP: Count=3000, Max=16, Min=0, Avg=0.03, 90=0, 99=0, 99.9=13, 99.99=16] [INSERT: Count=44288, Max=816127, Min=127168, Avg=380801.23, 90=629247, 99=695807, 99.9=794111, 99.99=810495] 
