2022-01-11 12:38:04:531 0 sec: 0 operations; est completion in 0 second 
2022-01-11 12:38:14:489 10 sec: 49745 operations; 4974.5 current ops/sec; est completion in 2 hours 13 minutes [INSERT: Count=49753, Max=4567039, Min=159232, Avg=552723.49, 90=674815, 99=4284415, 99.9=4562943, 99.99=4567039] 
2022-01-11 12:38:24:489 20 sec: 121292 operations; 7154.7 current ops/sec; est completion in 1 hour 49 minutes [INSERT: Count=71542, Max=5136383, Min=123328, Avg=425848.64, 90=693759, 99=3543039, 99.9=4947967, 99.99=5124095] 
2022-01-11 12:38:34:489 30 sec: 169398 operations; 4810.6 current ops/sec; est completion in 1 hour 57 minutes [INSERT: Count=48103, Max=3561471, Min=127040, Avg=630000.5, 90=1638399, 99=2709503, 99.9=3540991, 99.99=3553279] 
2022-01-11 12:38:44:489 40 sec: 252389 operations; 8299.1 current ops/sec; est completion in 1 hour 45 minutes [INSERT: Count=82992, Max=923135, Min=146304, Avg=363054.96, 90=560639, 99=859647, 99.9=897535, 99.99=921087] 
2022-01-11 12:38:54:489 50 sec: 337940 operations; 8555.1 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=85550, Max=823807, Min=133632, Avg=351075.67, 90=582143, 99=786943, 99.9=812543, 99.99=816639] 
2022-01-11 12:39:04:489 60 sec: 419499 operations; 8155.9 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=81559, Max=777215, Min=126080, Avg=368322.78, 90=617471, 99=702463, 99.9=756223, 99.99=766463] 
2022-01-11 12:39:14:489 70 sec: 503357 operations; 8385.8 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=83858, Max=941567, Min=127552, Avg=356898.49, 90=553471, 99=837631, 99.9=925695, 99.99=933887] 
2022-01-11 12:39:24:489 80 sec: 585870 operations; 8251.3 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=82516, Max=784383, Min=126720, Avg=363227.05, 90=575487, 99=736255, 99.9=774655, 99.99=780287] 
2022-01-11 12:39:30:413 85 sec: 630416 operations; 7519.58 current ops/sec; est completion in 1 hour 29 minutes [CLEANUP: Count=3000, Max=22, Min=0, Avg=0.04, 90=0, 99=0, 99.9=13, 99.99=22] [INSERT: Count=44543, Max=823807, Min=126656, Avg=381005.14, 90=629247, 99=707583, 99.9=798719, 99.99=819711] 
