2022-01-11 12:38:04:539 0 sec: 0 operations; est completion in 0 second 
2022-01-11 12:38:14:503 10 sec: 49245 operations; 4924.5 current ops/sec; est completion in 2 hours 15 minutes [INSERT: Count=49245, Max=4517887, Min=162432, Avg=558580.31, 90=674815, 99=4296703, 99.9=4321279, 99.99=4509695] 
2022-01-11 12:38:24:503 20 sec: 120672 operations; 7142.7 current ops/sec; est completion in 1 hour 50 minutes [INSERT: Count=71427, Max=5136383, Min=123776, Avg=425672.75, 90=700927, 99=3518463, 99.9=4943871, 99.99=5124095] 
2022-01-11 12:38:34:503 30 sec: 168668 operations; 4799.6 current ops/sec; est completion in 1 hour 58 minutes [INSERT: Count=47996, Max=3561471, Min=123840, Avg=630456.83, 90=1608703, 99=2709503, 99.9=3540991, 99.99=3561471] 
2022-01-11 12:38:44:503 40 sec: 251576 operations; 8290.8 current ops/sec; est completion in 1 hour 45 minutes [INSERT: Count=82928, Max=928255, Min=146560, Avg=363557.12, 90=587775, 99=862207, 99.9=910847, 99.99=928255] 
2022-01-11 12:38:54:503 50 sec: 336971 operations; 8539.5 current ops/sec; est completion in 1 hour 38 minutes [INSERT: Count=85375, Max=823807, Min=133632, Avg=351065.73, 90=578047, 99=789503, 99.9=816639, 99.99=820735] 
2022-01-11 12:39:04:503 60 sec: 418442 operations; 8147.1 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=81471, Max=777215, Min=127552, Avg=368522.76, 90=617471, 99=700415, 99.9=746495, 99.99=776703] 
2022-01-11 12:39:14:503 70 sec: 502655 operations; 8421.3 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=84215, Max=941567, Min=129280, Avg=357278.21, 90=553471, 99=843263, 99.9=903679, 99.99=938495] 
2022-01-11 12:39:24:503 80 sec: 584888 operations; 8223.3 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=82231, Max=784383, Min=126720, Avg=363487.89, 90=578047, 99=737279, 99.9=775167, 99.99=784383] 
2022-01-11 12:39:30:428 85 sec: 629397 operations; 7512.07 current ops/sec; est completion in 1 hour 29 minutes [CLEANUP: Count=3000, Max=22, Min=0, Avg=0.04, 90=0, 99=0, 99.9=10, 99.99=22] [INSERT: Count=44509, Max=816127, Min=126592, Avg=381382.53, 90=627199, 99=707583, 99.9=800255, 99.99=815103] 
