2022-01-11 12:38:04:527 0 sec: 0 operations; est completion in 0 second 
2022-01-11 12:38:14:491 10 sec: 49580 operations; 4958 current ops/sec; est completion in 2 hours 14 minutes [INSERT: Count=49587, Max=4567039, Min=159872, Avg=550515.92, 90=675839, 99=4292607, 99.9=4562943, 99.99=4567039] 
2022-01-11 12:38:24:491 20 sec: 121317 operations; 7173.7 current ops/sec; est completion in 1 hour 49 minutes [INSERT: Count=71730, Max=5136383, Min=136576, Avg=428138.78, 90=696319, 99=4093951, 99.9=4886527, 99.99=5115903] 
2022-01-11 12:38:34:491 30 sec: 169393 operations; 4807.6 current ops/sec; est completion in 1 hour 57 minutes [INSERT: Count=48092, Max=3561471, Min=125056, Avg=629216.22, 90=1635327, 99=2709503, 99.9=3551231, 99.99=3561471] 
2022-01-11 12:38:44:491 40 sec: 252200 operations; 8280.7 current ops/sec; est completion in 1 hour 45 minutes [INSERT: Count=82802, Max=923135, Min=144128, Avg=363697.2, 90=563199, 99=856575, 99.9=893951, 99.99=906751] 
2022-01-11 12:38:54:491 50 sec: 337841 operations; 8564.1 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=85639, Max=822783, Min=134016, Avg=350394.47, 90=578559, 99=793087, 99.9=816639, 99.99=821247] 
2022-01-11 12:39:04:491 60 sec: 419362 operations; 8152.1 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=81512, Max=780799, Min=127552, Avg=368349.81, 90=618495, 99=700415, 99.9=747007, 99.99=777215] 
2022-01-11 12:39:14:491 70 sec: 503452 operations; 8409 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=84097, Max=941567, Min=128512, Avg=357063.61, 90=555007, 99=842751, 99.9=910335, 99.99=933887] 
2022-01-11 12:39:24:491 80 sec: 586094 operations; 8264.2 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=82645, Max=783871, Min=126720, Avg=362853.57, 90=567295, 99=736255, 99.9=770047, 99.99=780287] 
2022-01-11 12:39:30:429 85 sec: 630373 operations; 7456.89 current ops/sec; est completion in 1 hour 29 minutes [CLEANUP: Count=3000, Max=44, Min=0, Avg=0.08, 90=0, 99=1, 99.9=33, 99.99=44] [INSERT: Count=44269, Max=823807, Min=126656, Avg=380639.81, 90=635903, 99=707583, 99.9=804863, 99.99=819711] 
