2022-01-11 12:38:04:516 0 sec: 0 operations; est completion in 0 second 
2022-01-11 12:38:14:479 10 sec: 50223 operations; 5022.3 current ops/sec; est completion in 2 hours 12 minutes [INSERT: Count=50223, Max=4567039, Min=159488, Avg=548918.95, 90=714239, 99=4276223, 99.9=4562943, 99.99=4567039] 
2022-01-11 12:38:24:479 20 sec: 121957 operations; 7173.4 current ops/sec; est completion in 1 hour 49 minutes [INSERT: Count=71734, Max=5124095, Min=123200, Avg=424708.18, 90=695295, 99=3567615, 99.9=4947967, 99.99=5124095] 
2022-01-11 12:38:34:480 30 sec: 170133 operations; 4817.6 current ops/sec; est completion in 1 hour 57 minutes [INSERT: Count=48178, Max=3561471, Min=126592, Avg=627289.39, 90=1593343, 99=2709503, 99.9=3551231, 99.99=3553279] 
2022-01-11 12:38:44:479 40 sec: 253026 operations; 8289.3 current ops/sec; est completion in 1 hour 44 minutes [INSERT: Count=82891, Max=923135, Min=146432, Avg=363835.15, 90=579071, 99=855039, 99.9=901631, 99.99=919039] 
2022-01-11 12:38:54:479 50 sec: 338616 operations; 8559 current ops/sec; est completion in 1 hour 37 minutes [INSERT: Count=85590, Max=823807, Min=134016, Avg=350751.28, 90=586751, 99=790527, 99.9=817663, 99.99=823295] 
2022-01-11 12:39:04:479 60 sec: 419926 operations; 8131 current ops/sec; est completion in 1 hour 34 minutes [INSERT: Count=81326, Max=776703, Min=127168, Avg=368315.3, 90=619007, 99=700927, 99.9=742911, 99.99=776703] 
2022-01-11 12:39:14:479 70 sec: 504122 operations; 8419.6 current ops/sec; est completion in 1 hour 31 minutes [INSERT: Count=84185, Max=941567, Min=127552, Avg=356993.38, 90=553983, 99=844799, 99.9=923135, 99.99=934399] 
2022-01-11 12:39:24:479 80 sec: 586416 operations; 8229.4 current ops/sec; est completion in 1 hour 29 minutes [INSERT: Count=82289, Max=780287, Min=126848, Avg=363391.12, 90=569855, 99=738815, 99.9=770047, 99.99=779775] 
2022-01-11 12:39:30:347 85 sec: 630870 operations; 7575.66 current ops/sec; est completion in 1 hour 29 minutes [CLEANUP: Count=3000, Max=38, Min=0, Avg=0.07, 90=0, 99=0, 99.9=27, 99.99=38] [INSERT: Count=44454, Max=816127, Min=127936, Avg=380422.03, 90=630271, 99=699903, 99.9=802815, 99.99=813567] 
