2022-01-11 20:09:24:132 0 sec: 0 operations; est completion in 0 second 
2022-01-11 20:09:34:090 10 sec: 7718 operations; 771.8 current ops/sec; est completion in 14 hours 23 minutes [INSERT: Count=7718, Max=5869567, Min=1312768, Avg=4525021.84, 90=5484543, 99=5840895, 99.9=5857279, 99.99=5857279] 
2022-01-11 20:09:44:090 20 sec: 20000 operations; 1228.2 current ops/sec; est completion in 11 hours 6 minutes [INSERT: Count=12282, Max=5275647, Min=3653632, Avg=4541251.41, 90=5218303, 99=5263359, 99.9=5275647, 99.99=5275647] 
2022-01-11 20:09:54:089 30 sec: 44337 operations; 2433.7 current ops/sec; est completion in 7 hours 30 minutes [INSERT: Count=24337, Max=3485695, Min=1465344, Avg=2239970.57, 90=3121151, 99=3440639, 99.9=3483647, 99.99=3485695] 
2022-01-11 20:10:04:089 40 sec: 94389 operations; 5005.2 current ops/sec; est completion in 4 hours 41 minutes [INSERT: Count=50052, Max=1513471, Min=837632, Avg=1021751.24, 90=1327103, 99=1462271, 99.9=1494015, 99.99=1510399] 
2022-01-11 20:10:14:089 50 sec: 151224 operations; 5683.5 current ops/sec; est completion in 3 hours 39 minutes [INSERT: Count=56835, Max=931839, Min=832512, Avg=871713.94, 90=907775, 99=921599, 99.9=928255, 99.99=931327] 
2022-01-11 20:10:24:090 60 sec: 208291 operations; 5706.7 current ops/sec; est completion in 3 hours 11 minutes [INSERT: Count=57166, Max=928767, Min=819712, Avg=869978.25, 90=907775, 99=925183, 99.9=927743, 99.99=928767] 
2022-01-11 20:10:34:090 70 sec: 266223 operations; 5793.2 current ops/sec; est completion in 2 hours 54 minutes [INSERT: Count=57859, Max=927231, Min=825344, Avg=870008.41, 90=913407, 99=923647, 99.9=926719, 99.99=927231] 
2022-01-11 20:10:44:090 80 sec: 322493 operations; 5627 current ops/sec; est completion in 2 hours 44 minutes [INSERT: Count=56244, Max=947711, Min=810496, Avg=883844.92, 90=910847, 99=936447, 99.9=946175, 99.99=946687] 
2022-01-11 20:10:54:090 90 sec: 379173 operations; 5668 current ops/sec; est completion in 2 hours 36 minutes [INSERT: Count=56680, Max=918015, Min=834048, Avg=878331.81, 90=890879, 99=906751, 99.9=915967, 99.99=917503] 
2022-01-11 20:11:04:090 100 sec: 436470 operations; 5729.7 current ops/sec; est completion in 2 hours 31 minutes [INSERT: Count=57297, Max=964095, Min=834048, Avg=884232.93, 90=916479, 99=949759, 99.9=954879, 99.99=964095] 
2022-01-11 20:11:14:090 110 sec: 492788 operations; 5631.8 current ops/sec; est completion in 2 hours 26 minutes [INSERT: Count=56320, Max=948735, Min=832512, Avg=877592.2, 90=890367, 99=923135, 99.9=947199, 99.99=948735] 
2022-01-11 20:11:24:089 120 sec: 549691 operations; 5690.3 current ops/sec; est completion in 2 hours 23 minutes [INSERT: Count=56901, Max=964607, Min=824832, Avg=880054.39, 90=898559, 99=935935, 99.9=963583, 99.99=964095] 
2022-01-11 20:11:30:401 126 sec: 586167 operations; 5778.83 current ops/sec; est completion in 2 hours 21 minutes [CLEANUP: Count=5000, Max=26, Min=0, Avg=0.03, 90=0, 99=0, 99.9=6, 99.99=20] [INSERT: Count=36476, Max=935423, Min=826880, Avg=874324.65, 90=885759, 99=900095, 99.9=920575, 99.99=935423] 
