2022-01-11 20:09:24:144 0 sec: 0 operations; est completion in 0 second 
2022-01-11 20:09:34:104 10 sec: 8328 operations; 832.8 current ops/sec; est completion in 13 hours 20 minutes [INSERT: Count=8337, Max=5881855, Min=1296384, Avg=4328065.58, 90=5341183, 99=5545983, 99.9=5730303, 99.99=5754879] 
2022-01-11 20:09:44:104 20 sec: 20000 operations; 1167.2 current ops/sec; est completion in 11 hours 6 minutes [INSERT: Count=11663, Max=5271551, Min=3719168, Avg=4560922.43, 90=5214207, 99=5251071, 99.9=5267455, 99.99=5271551] 
2022-01-11 20:09:54:104 30 sec: 45000 operations; 2500 current ops/sec; est completion in 7 hours 23 minutes [INSERT: Count=25000, Max=3483647, Min=1465344, Avg=2252337.93, 90=3209215, 99=3448831, 99.9=3479551, 99.99=3483647] 
2022-01-11 20:10:04:105 40 sec: 95000 operations; 5000 current ops/sec; est completion in 4 hours 40 minutes [INSERT: Count=50000, Max=1447935, Min=837120, Avg=1018278.88, 90=1314815, 99=1424383, 99.9=1433599, 99.99=1442815] 
2022-01-11 20:10:14:104 50 sec: 150802 operations; 5580.2 current ops/sec; est completion in 3 hours 40 minutes [INSERT: Count=55802, Max=931839, Min=833536, Avg=877290.2, 90=910847, 99=924671, 99.9=931327, 99.99=931839] 
2022-01-11 20:10:24:104 60 sec: 208514 operations; 5771.2 current ops/sec; est completion in 3 hours 10 minutes [INSERT: Count=57712, Max=929791, Min=827904, Avg=875065.2, 90=910847, 99=929279, 99.9=929791, 99.99=929791] 
2022-01-11 20:10:34:104 70 sec: 266174 operations; 5766 current ops/sec; est completion in 2 hours 54 minutes [INSERT: Count=57660, Max=930303, Min=826880, Avg=876504.92, 90=915455, 99=923647, 99.9=929279, 99.99=930303] 
2022-01-11 20:10:44:104 80 sec: 322117 operations; 5594.3 current ops/sec; est completion in 2 hours 44 minutes [INSERT: Count=55943, Max=950783, Min=810496, Avg=885655.65, 90=912895, 99=934911, 99.9=946687, 99.99=950783] 
2022-01-11 20:10:54:104 90 sec: 378460 operations; 5634.3 current ops/sec; est completion in 2 hours 37 minutes [INSERT: Count=56343, Max=918015, Min=834048, Avg=877832.53, 90=890367, 99=906751, 99.9=917503, 99.99=917503] 
2022-01-11 20:11:04:105 100 sec: 435810 operations; 5735 current ops/sec; est completion in 2 hours 31 minutes [INSERT: Count=57370, Max=964607, Min=834560, Avg=883023.38, 90=909823, 99=933887, 99.9=964607, 99.99=964607] 
2022-01-11 20:11:14:104 110 sec: 492402 operations; 5659.2 current ops/sec; est completion in 2 hours 27 minutes [INSERT: Count=56574, Max=949247, Min=834048, Avg=878092.3, 90=892415, 99=931327, 99.9=948735, 99.99=949247] 
2022-01-11 20:11:24:104 120 sec: 548980 operations; 5657.8 current ops/sec; est completion in 2 hours 23 minutes [INSERT: Count=56576, Max=965119, Min=825344, Avg=879674.39, 90=900607, 99=936959, 99.9=964607, 99.99=965119] 
2022-01-11 20:11:30:402 126 sec: 585707 operations; 5830.61 current ops/sec; est completion in 2 hours 21 minutes [CLEANUP: Count=5000, Max=36, Min=0, Avg=0.06, 90=0, 99=0, 99.9=20, 99.99=27] [INSERT: Count=36727, Max=920575, Min=826880, Avg=874783.21, 90=886271, 99=897535, 99.9=918015, 99.99=920063] 
