2022-01-11 20:09:24:162 0 sec: 0 operations; est completion in 0 second 
2022-01-11 20:09:34:122 10 sec: 6353 operations; 635.3 current ops/sec; est completion in 17 hours 29 minutes [INSERT: Count=6363, Max=6529023, Min=1900544, Avg=5174565.54, 90=6488063, 99=6512639, 99.9=6529023, 99.99=6529023] 
2022-01-11 20:09:44:122 20 sec: 19234 operations; 1288.1 current ops/sec; est completion in 11 hours 32 minutes [INSERT: Count=12871, Max=5271551, Min=3575808, Avg=4535051.75, 90=5206015, 99=5255167, 99.9=5263359, 99.99=5267455] 
2022-01-11 20:09:54:122 30 sec: 42751 operations; 2351.7 current ops/sec; est completion in 7 hours 47 minutes [INSERT: Count=23517, Max=3590143, Min=1465344, Avg=2249542.33, 90=3065855, 99=3575807, 99.9=3583999, 99.99=3590143] 
2022-01-11 20:10:04:122 40 sec: 92890 operations; 5013.9 current ops/sec; est completion in 4 hours 46 minutes [INSERT: Count=50139, Max=1513471, Min=837632, Avg=1028579.56, 90=1329151, 99=1470463, 99.9=1491967, 99.99=1509375] 
2022-01-11 20:10:14:122 50 sec: 150481 operations; 5759.1 current ops/sec; est completion in 3 hours 40 minutes [INSERT: Count=57591, Max=931327, Min=824832, Avg=871742.14, 90=907775, 99=922111, 99.9=927743, 99.99=931327] 
2022-01-11 20:10:24:122 60 sec: 207702 operations; 5722.1 current ops/sec; est completion in 3 hours 11 minutes [INSERT: Count=57221, Max=930815, Min=828416, Avg=871538.46, 90=912895, 99=923647, 99.9=930303, 99.99=930815] 
2022-01-11 20:10:34:122 70 sec: 265442 operations; 5774 current ops/sec; est completion in 2 hours 54 minutes [INSERT: Count=57740, Max=927743, Min=824832, Avg=871359.57, 90=913919, 99=922111, 99.9=927743, 99.99=927743] 
2022-01-11 20:10:44:122 80 sec: 321694 operations; 5625.2 current ops/sec; est completion in 2 hours 44 minutes [INSERT: Count=56255, Max=949247, Min=810496, Avg=884037.13, 90=910335, 99=937471, 99.9=947711, 99.99=949247] 
2022-01-11 20:10:54:122 90 sec: 378249 operations; 5655.5 current ops/sec; est completion in 2 hours 37 minutes [INSERT: Count=56552, Max=918527, Min=834048, Avg=877935.36, 90=891391, 99=907263, 99.9=918015, 99.99=918527] 
2022-01-11 20:11:04:121 100 sec: 435605 operations; 5735.6 current ops/sec; est completion in 2 hours 31 minutes [INSERT: Count=57357, Max=965119, Min=834560, Avg=883029.15, 90=913919, 99=942591, 99.9=964607, 99.99=965119] 
2022-01-11 20:11:14:122 110 sec: 492163 operations; 5655.8 current ops/sec; est completion in 2 hours 27 minutes [INSERT: Count=56557, Max=966143, Min=833024, Avg=878225.49, 90=893439, 99=942591, 99.9=964607, 99.99=965631] 
2022-01-11 20:11:24:121 120 sec: 549124 operations; 5696.1 current ops/sec; est completion in 2 hours 23 minutes [INSERT: Count=56961, Max=964607, Min=825856, Avg=879380.41, 90=898047, 99=931839, 99.9=964095, 99.99=964607] 
2022-01-11 20:11:30:403 126 sec: 585319 operations; 5761.7 current ops/sec; est completion in 2 hours 21 minutes [CLEANUP: Count=5000, Max=32, Min=0, Avg=0.03, 90=0, 99=0, 99.9=6, 99.99=25] [INSERT: Count=36195, Max=920575, Min=826880, Avg=874236.66, 90=885247, 99=895999, 99.9=911871, 99.99=920063] 
